vendor_id,vendor_name,category_code,provenance
3fd4db81-0f08-5859-90bd-ea8a08d9860a,PHONEPE WEALTH,SERV,synthetic_extension_v1
3fe36217-513d-5d1e-a370-87ca79cb7dc7,"Randhawa, Verma and Pandya",LOG,synthetic_extension_v1
4063d6f3-59a9-5227-b8dd-344a5972d9da,Sur Group,SERV,synthetic_extension_v1
435d18e8-7999-5cc3-9c2c-91f54578b5fc,Dhar LLC,LOG,synthetic_extension_v1
43a483cc-a5dc-51c4-89ab-f35c67bf04ab,ETMONEY MUTUAL FUND,SUP,synthetic_extension_v1
44225964-af60-5e05-8877-a71c5dae43a6,"Prakash, Choudhury and Rama",SUP,synthetic_extension_v1
46a82aad-9961-589b-a903-1393d8d4ba88,KSEB,TECH,synthetic_extension_v1
481dfbde-f953-5ec7-81b7-1dcc5910cc57,YATRA,SERV,synthetic_extension_v1
48c17190-38a3-585c-ba2e-24946e092e9b,Khatri Ltd,SUP,synthetic_extension_v1
4d0d97bf-e96c-55b8-b31b-3ca795aac941,Gaba Inc,UTIL,synthetic_extension_v1
4dd192f2-9722-5707-a965-d53b52ec5e27,MAHINDRA MANULIFE,SUP,synthetic_extension_v1
4e2dd5ef-2c68-5508-b1e5-d4e9a6758cce,Sur Ltd,LOG,synthetic_extension_v1
5243a818-9d8e-5646-b3d1-2471cba98005,INSTAMOJO,TECH,synthetic_extension_v1
52499440-76c6-5aa8-96a8-5ee514d1f561,ADITYA BIRLA SUN LIFE,UTIL,synthetic_extension_v1
54719001-fd55-5f9d-8b4e-887178dd2f03,MSEB,TECH,synthetic_extension_v1
54e16296-56ab-5e7f-9589-3ef42a534f10,BHIM UPI,UTIL,synthetic_extension_v1
56f84b4c-e039-5f72-b3f7-41684d1e212a,MAKEMYTRIP,SERV,synthetic_extension_v1
58c8ca4c-8f64-5f76-afde-257dfee3eba4,CCAVENUE,LOG,synthetic_extension_v1
58cbc3f9-5cbb-5b99-bd78-d9384a28acd6,"Madan, Borra and Rai",TECH,synthetic_extension_v1
5abefc8a-a7ab-5b14-82be-80d66cee2257,HDFC ERGO,LOG,synthetic_extension_v1
5d74c914-28b2-5787-aa3b-55eaff8775e6,Nimbus Cloud Services,TECH,synthetic_extension_v1
609ad49b-f5e8-5f86-a5ef-d803c80a8792,Bali-Dewan,SERV,synthetic_extension_v1
6162fefd-5e2c-5b46-9196-19877bc1dc92,RELIANCE DIGITAL RETAIL LTD,UTIL,synthetic_extension_v1
61d7d90d-5abe-5f59-a7db-4006b3832b7b,Raghavan-Krishnamurthy,UTIL,synthetic_extension_v1
61dc7946-723b-549d-8f30-8fca04d45872,Dara and Sons,LOG,synthetic_extension_v1
63316b6c-efd4-540b-8a8c-979177487156,ROYAL SUNDARAM,LOG,synthetic_extension_v1
63ba70e1-c58b-5e80-90b6-e64b468e1d8f,Devi-Chand,LOG,synthetic_extension_v1
63d87a3d-61d1-5896-8685-ef82e2d0ff0c,BILLDESK,LOG,synthetic_extension_v1
63f4d061-8523-5ba5-83df-01cd7055f359,"Krishnan, Kalita and Tripathi",LOG,synthetic_extension_v1
64434ad1-9b52-5ac5-91f3-64bb3637d70f,"Pillay, Dixit and Prabhu",SUP,synthetic_extension_v1
6890ddec-c75c-5441-980b-5b0c7953a44c,ICICI LOMBARD,SUP,synthetic_extension_v1
6b91b68f-afd1-5fa9-b57d-2087186b70e8,FLIPKART,LOG,synthetic_extension_v1
6c1fcedf-64fc-50a6-ad8d-65c77ac722a8,Din Inc,SUP,synthetic_extension_v1
6d348207-0285-5c60-9b77-05138f349590,Natarajan and Sons,TECH,synthetic_extension_v1
6db5f047-b1cb-55f3-a343-da35c9d44f09,NIPPON INDIA MUTUAL FUND,LOG,synthetic_extension_v1
6ff81d04-69f9-5ca1-b0d6-9b58a4098b61,CANARA ROBECO,TECH,synthetic_extension_v1
733b9fc3-4b6c-5f12-a00e-730b011ecace,"Bhatnagar, Lad and Suri",SUP,synthetic_extension_v1
753ba2d9-7f77-5415-9d05-090061f6cbda,Kala Group,SERV,synthetic_extension_v1
764cd403-4896-519a-b973-5a6e01930cd2,Nori and Sons,UTIL,synthetic_extension_v1
76cfa4d5-58cd-5147-9114-6d2347852070,"Ben, Natt and Bhatnagar",TECH,synthetic_extension_v1
77167ec3-e35c-5dae-88bc-e1a85debe453,IXIGO,SUP,synthetic_extension_v1
785c0395-e985-5f7b-b465-fe76f488bedc,Gokhale Group,UTIL,synthetic_extension_v1
79bc5040-2780-5da3-a308-c4a1b6ca2007,BESCOM,SERV,synthetic_extension_v1
7a3e93c4-e59c-5eba-b29a-dfefb40948aa,Tandon LLC,UTIL,synthetic_extension_v1
7a571bf0-4e3f-579e-984b-6cac68f79fa4,FRANKLIN TEMPLETON,LOG,synthetic_extension_v1
7b906924-60ee-52ed-8892-c41765745706,Chandran-Rout,SERV,synthetic_extension_v1
7ba9ed9a-c8e1-5579-a537-9012bfdc80de,"Shetty, Keer and Pillay",SUP,synthetic_extension_v1
7d9808dd-3821-5fb9-b119-a0bd774ca03c,PAYTM MONEY MUTUAL FUND,UTIL,synthetic_extension_v1
7da7d206-57ba-5c34-a589-086317984a43,MAX LIFE,LOG,synthetic_extension_v1
7e8cc9d9-297c-5a39-b67c-3aaddece50d4,IFFCO TOKIO,TECH,synthetic_extension_v1
7fa798a3-a6f7-5238-bd7d-37d91e0e6df0,TNEB,SERV,synthetic_extension_v1
807ea2e2-6f6f-5cab-9638-b69db7d91d38,BARODA BNP PARIBAS,TECH,synthetic_extension_v1
840839a8-c7ea-5ee3-a49b-4add4123bfcc,CRED,TECH,synthetic_extension_v1
8463a659-7733-5594-8590-3d7cd66a5c08,ACME Logistics Pvt Ltd,LOG,synthetic_extension_v1
85be973f-397c-5091-a0cf-8a69af9538a6,BAJAJ FINANCE LTD,SERV,synthetic_extension_v1
8664527d-2eb4-5702-94ce-b3f9ab3b34e7,ORIENTAL INSURANCE,TECH,synthetic_extension_v1
8674902d-2a3e-5926-9cad-29217ce4cc5d,CASHFREE,SUP,synthetic_extension_v1
86fbef14-30de-5cde-bbe2-f78c991361b4,Sarraf-Prakash,SUP,synthetic_extension_v1
8757b8f4-d39e-58f9-b9a6-ea2a75b7e0ed,Madan Ltd,LOG,synthetic_extension_v1
87a75965-a272-5a35-900e-1762ba9488ed,HP GAS,LOG,synthetic_extension_v1
88243640-826c-58e7-b5e8-7ec341636b05,MORE SUPERMARKET,UTIL,synthetic_extension_v1
88f2432f-d934-52a9-b04a-21e1f88ff115,City Utilities Demo,UTIL,synthetic_extension_v1
8ad3ab75-1148-52cf-b7d9-e9f22926b24e,HSBC MUTUAL FUND,LOG,synthetic_extension_v1
8b83a2e0-357a-573e-94d5-89a73f03c83c,Chand Ltd,UTIL,synthetic_extension_v1
8c44d008-53f7-596a-b199-37f3269feea3,SAMCO MUTUAL FUND,UTIL,synthetic_extension_v1
8d0d49ca-9dd9-5c8c-b9fe-e4cb65defe73,UBER INDIA,TECH,synthetic_extension_v1
8dcd93b5-fcc4-5ec2-b4a5-b7f56c868c4e,BAJAJ ALLIANZ,LOG,synthetic_extension_v1
8eeb06f6-ac4a-502a-82ae-d92769fe3b88,QUANT MUTUAL FUND,UTIL,synthetic_extension_v1
8f81aac3-7739-5356-8e2b-6070906564e7,Balay-Joshi,SERV,synthetic_extension_v1
8f88c1b0-076b-5795-b71d-b486d2344bf6,Clearview Advisory Demo,SERV,synthetic_extension_v1
96cb7db8-3817-5d76-9d8c-b73e2a17bbec,Bhalla-Chaudry,SUP,synthetic_extension_v1
997cec34-5c60-56ac-a6b4-a3d4e25e3313,AXIS BANK CREDIT CARD,UTIL,synthetic_extension_v1
9d8d52b3-df86-5ba3-88ee-387602aedd38,"Amble, Khosla and Chander",SERV,synthetic_extension_v1
9e13bd15-65f8-5e56-9052-683f07fdf9fa,Prasad-Solanki,LOG,synthetic_extension_v1
9e31f002-04dc-576f-b04a-7810aab351aa,SBI CARD,UTIL,synthetic_extension_v1
9f50c1b9-b7d1-5b1c-b91d-4162a7d83ccd,IRCTC,SERV,synthetic_extension_v1
a0bc0b6a-b22f-5940-be71-4a5d8d5f2070,"Natarajan, Jaggi and Nayar",TECH,synthetic_extension_v1
a0cf0f9f-64ca-5726-876b-4361d6b3ae3c,SPENCER'S RETAIL,SERV,synthetic_extension_v1
a21d84ee-78f7-59e7-aa51-9d3c83e8c375,Purohit Group,TECH,synthetic_extension_v1
a294c882-dc67-5e98-bef1-8d903381b9ea,Loyal Inc,UTIL,synthetic_extension_v1
a37e9aba-5d93-5861-966e-d1a0276f97c2,ZOMATO,SERV,synthetic_extension_v1
a39f87b4-af54-56c4-9630-3a77a007a20e,GOOGLE PAY,SUP,synthetic_extension_v1
ab02ee79-19e3-5f19-96b6-388c870f302a,Tella-Patel,LOG,synthetic_extension_v1
abd78957-0a17-5029-8fae-cdd76fd502a6,Chandran LLC,LOG,synthetic_extension_v1
abfafefd-f1d4-562e-8578-673570ba6670,KOTAK MAHINDRA BANK CARD,SUP,synthetic_extension_v1
ac0e41d7-b3ab-556c-97a1-1af4ba2265ad,TATA MUTUAL FUND,LOG,synthetic_extension_v1
ae9d9f80-e11d-5e53-b167-7c7f9031fd6a,Gala and Sons,LOG,synthetic_extension_v1
af26753c-e2fb-51c9-b80e-aa1936b064f1,PAYU,SUP,synthetic_extension_v1
af4f0c33-bac2-5577-86cb-a6ba042a6dd0,Divan-Malhotra,SUP,synthetic_extension_v1
afd96da7-3a3e-5ea1-aca6-31cbbb55c1cb,Dube Group,SERV,synthetic_extension_v1
afdd9e36-4fbe-547f-a211-8bdb6efaee17,KOTAK MUTUAL FUND,UTIL,synthetic_extension_v1
b0e00bfb-3ce5-50f7-be46-15507bb204de,HDFC BANK CREDIT CARD,UTIL,synthetic_extension_v1
b15a9204-2fcd-51ff-a82f-71f28bb4f615,"Ghose, Gill and Kamdar",TECH,synthetic_extension_v1
b27be532-f849-53e0-b298-6c23a1f29e92,NAVI MUTUAL FUND,SERV,synthetic_extension_v1
b2fffdb3-e7f3-5e86-ad60-2b01d0b5230a,SHELL,TECH,synthetic_extension_v1
b33c580e-ecba-5689-9029-34404623f131,Luthra-Ben,SUP,synthetic_extension_v1
b36bfe66-2e9a-58ed-b8a4-8dd48ed80314,"Gara, Balan and Panchal",SERV,synthetic_extension_v1
b4e1de7a-e798-52f8-9269-e4214d83108e,Pradhan PLC,TECH,synthetic_extension_v1
b57df291-5493-5655-8bb6-8926410a88df,"Nazareth, Sastry and Bali",SERV,synthetic_extension_v1
b584bf2b-77bb-5727-8a18-79acd4bd5e20,Rege Ltd,SERV,synthetic_extension_v1
b7246714-7696-5218-97d3-ec9f16a96d23,MIRAE ASSET,SERV,synthetic_extension_v1
b805bc80-beed-58fa-8554-87ef88bfd483,"Naidu, Sood and Padmanabhan",TECH,synthetic_extension_v1
b8412f27-5f6f-5b52-9764-cc61586ae013,RAZORPAY,TECH,synthetic_extension_v1
b901ff6a-cb68-580d-8513-f21dae44888e,BIGBASKET,TECH,synthetic_extension_v1
ba537eaa-c14d-51c4-8d39-e081b19753b7,Raval Inc,UTIL,synthetic_extension_v1
bc2e61d3-b231-50d7-adf4-3d8cefc47608,"Mallick, Mangat and Raghavan",SERV,synthetic_extension_v1
bc6febd8-7473-5fe0-a8b5-fdf154c45313,NATIONAL INSURANCE,UTIL,synthetic_extension_v1
bd8e03c0-b540-5225-85ee-86af7c924b1d,BPCL,SERV,synthetic_extension_v1
bdfdbeed-dd68-51d8-81d7-883bde84ff57,SELECTION ELECTRONICS,TECH,synthetic_extension_v1
c1004966-7336-5fbe-aafe-bf9edc5ee706,Mutti PLC,SERV,synthetic_extension_v1
c10c37d2-e3f0-59ab-8704-21529d1058ac,Nagy Ltd,UTIL,synthetic_extension_v1
c1b1e75d-131d-5e69-86c5-c0c12e77406d,SUNDARAM MUTUAL FUND,LOG,synthetic_extension_v1
c212531e-e5ce-5540-b467-81a4b60e2fcb,HDFC MUTUAL FUND,SUP,synthetic_extension_v1
c3285bdf-fab8-51d3-8d1f-1caaca07a5e4,BHARAT GAS,LOG,synthetic_extension_v1
c3c5af65-7bf1-5c62-9203-67d442c402f8,BSES RAJDHANI,LOG,synthetic_extension_v1
c3ee90ed-404d-5b52-9dc6-1da94d6809b4,GROWW MUTUAL FUND,LOG,synthetic_extension_v1
c85a13a5-eb0d-5389-b144-796391146dd1,SWIGGY,UTIL,synthetic_extension_v1
cb594e5f-b964-5154-b88d-6a5b35a1b057,SBI LIFE,SUP,synthetic_extension_v1
ce79a9d8-eadd-5249-82b7-f9c5952624b2,Balay Ltd,TECH,synthetic_extension_v1
cf12fc5b-6cbd-5c4d-a645-d8cb8ffc3364,HPCL,LOG,synthetic_extension_v1
d0ea87f6-fd2c-5100-ad10-ec07ea13effe,SBI MUTUAL FUND,UTIL,synthetic_extension_v1
d33cc29d-f06a-5ab7-b008-951fcbdea952,"Chopra, Mody and Walla",LOG,synthetic_extension_v1
d367687c-f4d5-5b2d-b105-401bf0643699,Pathak LLC,UTIL,synthetic_extension_v1
d4a665a9-48e3-576b-91de-883a29363d26,Zacharia and Sons,SUP,synthetic_extension_v1
d664ae70-65f4-522e-991f-cc9e5ad745c8,Sarna Inc,TECH,synthetic_extension_v1
d834cbe4-1ac8-57b4-b601-bf0e55237534,Thaman-Kanda,UTIL,synthetic_extension_v1
dc76987f-d23e-545e-8544-9315d8870171,"Kant, Dara and Brar",UTIL,synthetic_extension_v1
dcd3d192-8ac0-57bb-b3e4-60cd56518662,Bansal-Jhaveri,UTIL,synthetic_extension_v1
e47ca9a4-e603-5649-afee-89dc4f38874b,Narayan Group,UTIL,synthetic_extension_v1
e4ae775b-af33-58eb-b006-541d8689a783,AXIS MUTUAL FUND,SUP,synthetic_extension_v1
e5a1e07d-c752-52b1-94e2-78347b85647b,"Narula, Mitra and Chahal",UTIL,synthetic_extension_v1
e64b0d81-2f42-5b01-8b7f-21aaf64f8ba4,DSP MUTUAL FUND,UTIL,synthetic_extension_v1
e670dcde-e3ef-5dc8-adc5-a9bb5a234e30,AMAZON INDIA,LOG,synthetic_extension_v1
ea928f7c-5733-5dbf-b7e2-16e00847b4a1,Chaudhari LLC,LOG,synthetic_extension_v1
ee1ac8f9-e38c-552f-b69f-c85008cd8a55,Sood Ltd,UTIL,synthetic_extension_v1
f037e82c-74e9-5a3c-aaa3-daa26856de67,CHOLAMANDALAM MS,SUP,synthetic_extension_v1
f1901f67-4ff5-5e3f-b044-a75a954243c5,UTI MUTUAL FUND,SUP,synthetic_extension_v1
f1cfd59d-0d36-5d68-a40c-87eabd9e9d1b,NEW INDIA ASSURANCE,LOG,synthetic_extension_v1
f2076f54-1357-59de-8f38-194c67d4f1bf,ZERODHA MUTUAL FUND,SERV,synthetic_extension_v1
f22c83a8-9d83-5529-a9b5-56b892019de1,ACME Supplies Pvt Ltd,SUP,synthetic_extension_v1
f22ef9ca-1db5-5774-bbe8-bbc1a30be2dd,Chakraborty Ltd,SUP,synthetic_extension_v1
f27aaedd-4c53-5c6f-9527-59387c250723,HDFC LIFE,SUP,synthetic_extension_v1
f4429e57-7327-591d-a6e0-daa2dc7243ea,INDIAN OIL,SUP,synthetic_extension_v1
f4850a20-7781-56a4-ba35-69ed5bf54617,TATA AIG,TECH,synthetic_extension_v1
f5e0353e-e386-5f2e-bfc2-61c7f6188bce,ICICI BANK CREDIT CARD,UTIL,synthetic_extension_v1
fad3766f-9d22-5c98-a03c-14f80cdd8d5c,"Kapur, Batta and Mann",SERV,synthetic_extension_v1
fc52ab5c-f5e8-52a1-b41d-42d60b68168f,AIRTEL PAYMENTS BANK,SUP,synthetic_extension_v1
fd2dbbfa-3d3a-5e38-bab2-fa314580c456,Vasa LLC,SUP,synthetic_extension_v1
fde58e48-cf68-524f-8d70-f1b18d897472,INDANE GAS,LOG,synthetic_extension_v1
feec06a9-7280-546f-924d-ecfea859f26a,Bhat-Kota,UTIL,synthetic_extension_v1
ff023a33-f965-5f4c-992b-9e04c9d34202,Chawla Inc,TECH,synthetic_extension_v1
