allocation_id,transaction_id,vendor_id,category_code,kind,amount_minor,provenance
003c66ee-a6bf-5609-a18f-26e6a97487e6,bd55cbfe-fd4a-4ca4-bd60-820b810e21ea,,UNCLASS,unclassified,-2611143,original_unclassified
003de541-6f82-5c08-bbab-6ce940446256,748ea298-2439-4db0-91cf-4fb29bf686a5,,UNCLASS,unclassified,-2172610,original_unclassified
003eb91d-def3-56c5-b2c6-8a224da80f5e,2c3294e9-f8cd-44d5-954c-e69fe954e77c,,UNCLASS,unclassified,-2299817,original_unclassified
003ef427-6eff-51eb-bfb8-ad68d5179118,56db6cb5-88a3-4497-b1c5-c01e022202b5,,UNCLASS,unclassified,40408468,original_unclassified
00440f94-356a-5944-b196-00b9da641a3b,0b0e1c90-2c0f-4316-9495-7dadc448be24,,UNCLASS,unclassified,1629777,original_unclassified
0057f0f7-f7bd-58f1-96d9-767987ce9152,4a3f954e-f49b-4a2c-9d08-59f686007948,,UNCLASS,unclassified,105791,original_unclassified
005ec10e-d60b-5df9-bbc5-3e525dc8275e,835c594c-ade1-482f-aa76-2c5fa92362eb,,UNCLASS,unclassified,-2584740,original_unclassified
00617f14-6c18-56c2-8b02-3ba87727c9b4,e8bf05cc-9339-4a29-989f-7f01ff1f5437,,UNCLASS,unclassified,-3864276,original_unclassified
0061e184-9cb0-51ee-ab30-dac0ec4d6328,dd9bb79c-7cb4-4356-adf7-e66e8b642cd7,,UNCLASS,unclassified,4828530,original_unclassified
0063b290-fcbb-5b51-98c8-61303e8b8b60,69689266-28b7-4ea2-8d13-96312830c481,,UNCLASS,unclassified,4040628,original_unclassified
0064d77b-dd93-5ff1-b226-f8026756c43e,27dc3615-057a-4ca7-ba2b-d518d22d3ddb,,UNCLASS,unclassified,-3186090,original_unclassified
00656ffa-6aaa-5edb-a8a2-c5ffcad14c4c,f65b3c24-dbfa-4245-9d3f-66a4a3050e2d,,UNCLASS,unclassified,-26401113,original_unclassified
0065a325-5637-58dd-8ede-97a445473b10,962d7840-361c-43d3-81b4-7617ad53abce,,UNCLASS,unclassified,-3394034,original_unclassified
0068a4a2-7b27-5188-9e4c-8205663cbc15,3fedf720-6a40-40c9-8a35-c4d1fe4b8160,,UNCLASS,unclassified,-53927,original_unclassified
00694174-4a76-59b9-9f5b-4fcb6cdf50de,6385c8cd-2528-4c65-aff5-706d0576d969,,UNCLASS,unclassified,1523484,original_unclassified
006cacb0-2e08-5c86-8bb8-6542048306a8,1a318765-4d88-47ed-bd85-cfcc6dc512e6,,UNCLASS,unclassified,-410850,original_unclassified
0079a0cf-03eb-59e9-9980-8cd0e306c543,deb62546-cec2-447d-a1f0-d4f18049a56d,,UNCLASS,unclassified,-16159338,original_unclassified
007a637a-e924-51a7-9849-d81142688e9c,3567a23a-391e-4957-b2db-c92c956bf28b,,UNCLASS,unclassified,-161914,original_unclassified
007c8608-bddb-59b9-9dd6-ae9bb45670d0,04f7b955-97be-4fe9-84d2-718037e0a9fe,,UNCLASS,unclassified,-97410,original_unclassified
007e8ed6-aa41-54d2-bcb6-2b9764565bbd,846f5f80-a520-471e-9104-301b05df03fe,,UNCLASS,unclassified,-4325347,original_unclassified
00818ed2-add5-55c9-84f6-351ce59b7b66,40046a34-fc9a-4b8c-9ed1-938a622dddd7,,UNCLASS,unclassified,-1879608,original_unclassified
00856be8-7178-5246-a12c-bb1d7b85c2d1,1738c911-b9a9-48de-b0e6-56c4b4d14dff,,UNCLASS,unclassified,1184262,original_unclassified
0085b908-992a-5770-9761-53c0fd0206fb,c8f580e5-d484-45ac-bb68-94708fba2f13,,UNCLASS,unclassified,-4059480,original_unclassified
0087ecdd-00c4-569e-a2e2-f5245e8488d5,9a10db39-826c-4616-9ebf-e2ce215c3dc0,54719001-fd55-5f9d-8b4e-887178dd2f03,TECH,vendor_payment,-4438999,synthetic_extension_v1
008a6438-e89b-5e48-848d-fcb36e9ef380,9cb7e297-a9ee-427d-b984-cf02219b8831,,UNCLASS,unclassified,-1264843,original_unclassified
008ea69c-8159-53c6-b062-6a2ce107d333,df5ff072-f68a-42d9-85a3-5eeb7db00685,,UNCLASS,unclassified,295220,original_unclassified
0090c6dd-d658-5898-b9d2-0cf4b4db9066,fe494bde-f6e4-436e-9a3a-736d9f5cb165,,UNCLASS,unclassified,-23862650,original_unclassified
0092bd65-37d4-5784-9c53-76bb27709a81,3c822145-3367-485a-93f5-962e0a0818e5,,UNCLASS,unclassified,-1732147,original_unclassified
0094b739-2278-5b16-9fda-b6fe2725cb0c,b78c9966-ca25-468e-9791-25115798daad,,UNCLASS,unclassified,40429157,original_unclassified
0094cc82-9a91-534c-9f23-adb18f15b9d7,33d78d2d-9e11-4f41-9a2d-20fe650d4241,,UNCLASS,unclassified,-2775886,original_unclassified
009fdf0c-948c-55e5-add5-94f64498f7e5,a782e8eb-169a-4a85-a34b-67f957bee66e,,UNCLASS,unclassified,-4069719,original_unclassified
00a3d132-b801-55e9-9710-2785447a59ea,071ed010-ea2d-48c5-98db-c7049249684c,,UNCLASS,unclassified,-1377728,original_unclassified
00aaeb9a-c343-56ca-a2fc-72898def2d90,5f0bb87e-643c-427a-94b0-c179d696d4dd,,UNCLASS,unclassified,-4234296,original_unclassified
00aec18f-2165-5ed0-a80e-791887be9457,5bca58b1-37d7-4244-9db6-5a794483dc8a,,UNCLASS,unclassified,220257869,original_unclassified
00af432b-0a93-5826-8f2a-2921dbdae028,88a1411e-7803-4d6d-8fa7-7b52fccf2681,,UNCLASS,unclassified,988796,original_unclassified
00afe94b-64a2-518b-b2d3-ceaea8c7a5ad,29e83053-aa18-4ced-a7be-4c47375624b7,,UNCLASS,unclassified,2172178,original_unclassified
00b2f0ed-08f7-5c41-b5bb-68dd0d303b52,a6728f20-aca4-4ccb-a5d7-34e44a994d8e,,UNCLASS,unclassified,-3420187,original_unclassified
00b4d310-edc6-502b-a626-01d68d304cb6,0e4df633-9199-4627-a10c-5cde1b0dc6f9,,UNCLASS,unclassified,-2862081,original_unclassified
00b4fe07-ffdb-5590-90b2-a4d0d55e626f,2d16653a-edc9-4d57-9f2e-cb2b72d42249,,UNCLASS,unclassified,-2549532,original_unclassified
00bbd552-a6d7-5945-9db8-9d92b7886b94,05c1b850-c101-41e4-abbf-243644fffe92,,UNCLASS,unclassified,1784176,original_unclassified
00bcd250-0a48-5705-8ada-920c722ad503,684bf918-bf13-40cb-92d7-999c120a5526,,UNCLASS,unclassified,-25088246,original_unclassified
00c5b907-a96a-56a2-97ab-94879b111909,ca1de922-992c-4adc-814e-1c09b6287d67,,UNCLASS,unclassified,2761660,original_unclassified
00c64bac-9925-579b-8dd3-2c07d998ecc8,5750c80c-3751-4426-8900-657f14773c90,,UNCLASS,unclassified,2182551,original_unclassified
00ca6811-3a80-5518-8c4e-d557f5986d09,f1667174-9b5d-4b38-92c3-c16211ffe2a4,,UNCLASS,unclassified,1209278,original_unclassified
00cbfc3b-8fc5-5e79-af1c-ed5f3256676d,0b2257bf-6e6a-4060-8cd4-d14650cb7898,,UNCLASS,unclassified,288346124,original_unclassified
00ccc103-c50c-56ac-a300-d75759515441,03d9a33a-3cb9-4bc3-b530-04fd496474d4,,UNCLASS,unclassified,-4762265,original_unclassified
00d0e886-4ee2-53c2-89a5-9c50af7b5d91,f1033257-1117-4aab-ad77-f9b693b76313,,UNCLASS,unclassified,3235904,original_unclassified
00d49dc9-90a3-50e3-831c-df7a59915c53,78ac53c0-13b8-4fa0-a24d-157787b8589b,,UNCLASS,unclassified,-1992972,original_unclassified
00d958dd-6e59-596f-b9a1-c60c35d60543,2589adb1-8ddd-465d-a98d-ab8f51c497ac,,UNCLASS,unclassified,-25360030,original_unclassified
00dcc850-af9a-584f-b230-b1fc6e1d496b,56c6455e-e7bd-410c-912e-f15027ddba22,,UNCLASS,unclassified,-2174390,original_unclassified
00dd2338-b275-5320-8226-61e0123b819b,7fbcb4af-8c90-41f0-8a88-4d3cd4283ecc,,UNCLASS,unclassified,2219977,original_unclassified
00dfd8b3-aa56-5e93-a5b1-1c822b2e5bbb,f9dbd496-d509-4eca-a618-c4afda988a84,,UNCLASS,unclassified,-25218600,original_unclassified
00e17dd8-88ee-528e-83d2-ca28381e774a,f6a31aa1-d3fa-42a0-9f12-22ecbc98e1aa,,UNCLASS,unclassified,3052850,original_unclassified
00e4e55f-96bf-5ebd-9481-45c010781d46,7cc690e1-9bce-484f-b898-d41a6eace011,,UNCLASS,unclassified,151954269,original_unclassified
00e5d081-1176-5cdc-9eb5-7f3b978c31a7,08316e73-3a55-4925-a6c8-6ae0af5edd93,,UNCLASS,unclassified,584365,original_unclassified
00e8446b-39b7-5bec-bbf6-35cbce9a232a,08b2f9f1-cbc8-4d20-ae8c-b32d76bc39ba,,UNCLASS,unclassified,3761603,original_unclassified
00e91078-72aa-5e4d-84f8-4a334eecd7e3,75825467-283b-4ea9-9cc2-607e66bca92f,,UNCLASS,unclassified,4302464,original_unclassified
00ea7d02-41d9-5705-bfde-cecf2a574f10,b2a0b64b-d468-4681-8770-fb8f1838a4db,,UNCLASS,unclassified,40948412,original_unclassified
00eb5dfc-7f41-57ce-ad7c-70887731782f,202b8db7-6a25-40d4-95d3-be659d16d16f,,UNCLASS,unclassified,3663818,original_unclassified
00edc88f-023a-5bb3-a258-2a95f09405da,706bbb5a-16f4-4bba-a454-4cf9d85da428,,UNCLASS,unclassified,-31241062,original_unclassified
00eebc45-9a53-5cf1-9704-2a90a083c108,1367797c-cb2d-436c-8843-b747f476bf24,,UNCLASS,unclassified,3219215,original_unclassified
00f195a1-90b3-5c99-970c-9700e80a882b,45feadd4-c5d7-4c8a-9bdf-d49ec36555c4,,UNCLASS,unclassified,11278003,original_unclassified
00fe95f9-284b-5304-8a68-481661e10b81,028b84ac-4c3e-4fb6-b627-cc1ba1a1866c,,UNCLASS,unclassified,242922,original_unclassified
01050c92-f21c-55e4-b36d-51f6e16803c8,5c128ae6-3cdd-454c-a0ee-14c4a540a1d8,,UNCLASS,unclassified,209962407,original_unclassified
0109a63f-7e53-586d-9b39-56cc8775a9ab,b41abafa-8eb5-4916-a5af-1bfa59ea160e,,UNCLASS,unclassified,-3141087,original_unclassified
010c0577-4651-55e5-bac8-013d19e70750,e7258ee5-98d6-4b1e-ada6-d4140138a4b0,,UNCLASS,unclassified,-2587084,original_unclassified
010c2358-975d-5c23-99b9-8d223f97607d,c388084f-d610-4316-910c-a043eee89ec2,,UNCLASS,unclassified,19033511,original_unclassified
011402b6-a0f3-5a42-b488-98a34bb1fa71,74d718ac-cce5-4a87-bf22-4ec9d74eada1,,UNCLASS,unclassified,22272252,original_unclassified
0115dad0-f46b-5df8-9f3c-705268c2ea9c,a1b9be36-0403-41f1-b3e2-f32e8c4c9c6f,,UNCLASS,unclassified,22799735,original_unclassified
0116f3c6-835a-527f-9467-dc271aa2d6ed,f6404dc6-9058-4142-83db-fe356e0a2b19,,UNCLASS,unclassified,-4517483,original_unclassified
011dbcaa-00dd-541c-b1a3-d045debc531d,0616057d-c009-4286-b6cc-1b2545cdd5b2,,UNCLASS,unclassified,-302564,original_unclassified
011fdd7e-b33c-5cfc-90c6-feb76d6d331a,7169e862-3b9a-4241-821b-218c956be332,,UNCLASS,unclassified,-18256534,original_unclassified
012380f9-ed17-5af4-9260-341d19661fa7,59823935-78eb-4cda-9e7f-ddda654aa7d6,,UNCLASS,unclassified,1752719,original_unclassified
0125060e-ebf8-5b6f-a2c4-9ef25c561d67,e457ad39-0591-4b9f-aeb8-f8b5a0847dba,,UNCLASS,unclassified,3234984,original_unclassified
012f8f23-04aa-5354-9d29-67ec6a67d581,c6d83eb8-f452-4d31-9ff2-cc48e96df160,,UNCLASS,unclassified,-2022839,original_unclassified
0131cd3b-9147-5ab2-bce2-7dfb3ea2fb23,2d72d6e4-e196-4cb6-8a7f-1f5208901dea,,UNCLASS,unclassified,-4132025,original_unclassified
0136c4b7-c7fb-5f92-9128-1dc875ebd3f6,9e7641ee-21bf-4390-8db6-d276148e9641,2c7fa604-b973-51cd-aaeb-33054db07262,LOG,vendor_payment,-1388172,synthetic_extension_v1
013c83c0-ada9-5bdb-bfc4-98916ca52456,65385356-a738-4b1d-8a3b-951b62ad2a8a,,UNCLASS,unclassified,-2443434,original_unclassified
0147907d-be6a-5f20-b819-4f6f450286d2,852bdc09-8217-46b7-86ec-cb0f1ad575d6,,UNCLASS,unclassified,3024775,original_unclassified
0147a2ed-1028-5407-a6ea-d43b636194ef,2cd16c80-0e21-433f-bab1-5189e529ab82,,UNCLASS,unclassified,-182296721,original_unclassified
014b7eac-3b91-5629-9057-62c01a2b62f3,7befd6b3-2b92-46c9-a496-e03fbece5942,,UNCLASS,unclassified,-7736540,original_unclassified
014c90f3-3e48-5f49-af79-9c28407ba3b0,4eee671b-25b7-44bd-970f-9806adf15872,,UNCLASS,unclassified,-1862588,original_unclassified
014cac76-f039-5962-8f32-07171b95cbaa,227d0d3b-994a-41c5-9bf2-cecd34ca2e0e,,UNCLASS,unclassified,172819039,original_unclassified
0150028a-e3e9-5bb1-92ab-74ea9c971716,e923f76f-e7a2-4be5-9cc0-6b4f82fffc71,,UNCLASS,unclassified,-3453322,original_unclassified
0157fb8b-af6b-5fba-8ab1-004d6c19040b,29e09702-cb6e-4662-8506-ec4852f738d1,,UNCLASS,unclassified,3042596,original_unclassified
015e1b8e-405a-55b1-a837-b9f88925681a,d02fae51-c64e-4cf5-a945-4e0f2ec9cb4f,,UNCLASS,unclassified,-4051856,original_unclassified
0164444d-b68b-592d-ad41-442e47e82050,09718827-aa9c-497e-a0f2-ad542adeb9d0,,UNCLASS,unclassified,-2098865,original_unclassified
01676e39-3628-5422-afd8-21aa8d76eed9,d171b2fc-b59b-403b-8ab9-9866ad0eb22d,,UNCLASS,unclassified,-1092652,original_unclassified
016b391e-aeae-5574-aa66-580eb6ba96ab,f9da91dc-6368-47cf-962d-04f9c126cbce,,UNCLASS,unclassified,-16889832,original_unclassified
016cc197-2c03-5bfe-9fe5-98ee6af61f4c,d24732ad-14da-4b91-937e-8909b7e996a7,,UNCLASS,unclassified,-107034,original_unclassified
016cfe2d-a63e-51f2-b492-3277d04ffb5a,7ed77696-4f26-4487-aac3-14383ff37601,,UNCLASS,unclassified,-3766946,original_unclassified
016edf0f-06f0-5114-84ea-6865a7ee2d98,99351573-f2ae-4df2-af19-32813218f9cf,,UNCLASS,unclassified,-4316302,original_unclassified
016f2158-2215-5313-9da6-ec2b4568b767,31d3ac76-f8d8-4270-8ea4-f1c476d06c6f,,UNCLASS,unclassified,-36693834,original_unclassified
017182b0-9a65-5d05-9f4d-657a5b1edabd,51893081-5fa8-4526-8b1d-dc249001008b,,UNCLASS,unclassified,3727110,original_unclassified
0171cd7e-4b45-56b1-88df-0866c09a5467,4af5aa3c-6344-436c-b2dd-0a7de483af9b,,UNCLASS,unclassified,-19757715,original_unclassified
0172b187-d9b7-5b09-891e-1c1b7cc68866,a2982ce3-19fc-447d-8b22-cbb2f3ab4434,,UNCLASS,unclassified,-3370056,original_unclassified
01751055-cf29-5d3c-9273-8c9c7009598c,d3b14a67-bd84-4523-9a8c-d868c7a906aa,,UNCLASS,unclassified,-3889863,original_unclassified
01764e9f-88ab-5adc-91a6-387861f05342,9d02db19-f412-4ebd-8ae4-1e6cf35a6de8,,UNCLASS,unclassified,-3936722,original_unclassified
01771571-e88f-5602-b194-7a249b6e5df1,766d3202-5d6d-4ef9-aeb1-459d7f1292b2,,UNCLASS,unclassified,-2670464,original_unclassified
0178a793-29dc-5905-9ee9-399b1bbc1ddf,864973bb-1ed5-4190-9def-73fe91df4cd1,,UNCLASS,unclassified,-32439089,original_unclassified
0181eca5-80be-5350-991a-0ada1381479b,487a12f2-8abf-4456-996a-e33e46f37ce6,,UNCLASS,unclassified,1922167,original_unclassified
018243a4-fed1-5cde-856b-f496c389ad88,0a11e9be-a16c-4652-9c62-ca6a9d930942,,UNCLASS,unclassified,-546058,original_unclassified
01832558-ca1e-5faf-a97e-f6c194bc455d,9f36ff7a-99f9-4811-870b-d6a55529829c,,UNCLASS,unclassified,-16930804,original_unclassified
0184219d-f511-5770-88f9-99657a6c4218,0163e9f7-eab2-4f08-8f78-bb4192eb28c2,,UNCLASS,unclassified,2032190,original_unclassified
0184c47d-6327-51e6-832e-da9971ca54ea,33a8f239-a19c-4854-9126-97d1efad5c51,,UNCLASS,unclassified,-4006240,original_unclassified
0187f83b-b426-5a4c-9ad3-ae9650f1bf81,2872a340-d770-48bf-87d2-a9fd1c94f297,,UNCLASS,unclassified,-624803,original_unclassified
018d03be-98d9-56e4-af7e-901ad2827ac2,37063b71-596d-484e-b0ba-2cd892added3,,UNCLASS,unclassified,35056767,original_unclassified
018f84eb-a3e7-5ec6-91bd-fc47fe3f396d,5ff896c7-152f-42cb-bc62-daa714a12fd4,,UNCLASS,unclassified,-1228483,original_unclassified
0198b6f3-e4ea-54a3-9c79-e585b28d22d6,be341017-86c1-4d3d-8ed5-1e89a8983c92,,UNCLASS,unclassified,-30528555,original_unclassified
019d6258-1a9e-558d-bf88-8c3e299f17be,76258b71-58a5-41e7-8f10-5ea4e37c8c30,,UNCLASS,unclassified,-4411538,original_unclassified
019d6528-0ea0-5ffc-8132-9b452fbb31e4,27baaaaa-cfa3-46ed-b442-12a5ab69d17e,,UNCLASS,unclassified,15935039,original_unclassified
01a417db-5e4d-52e8-a181-60650de6cd47,54533c0e-1cc5-4abe-bf9c-4ebbf6045a64,,UNCLASS,unclassified,-4643835,original_unclassified
01a785aa-c147-557c-ae2b-6a1125ff672d,316d8508-fea6-490b-89a9-866211bc9b4f,,UNCLASS,unclassified,2047275,original_unclassified
01ad0f58-5fce-577a-ad83-556ad9c4e1f2,d4f731bc-f89f-4f9b-b5d2-b02a1b847cca,,UNCLASS,unclassified,-38872561,original_unclassified
01b461e4-c31c-50a6-87d2-07581608b59c,d49b2fb7-498f-48b6-baab-7d1e8e3c5ea6,,UNCLASS,unclassified,29657693,original_unclassified
01b955a5-7f68-5f70-8945-2abd1d42b48e,94aebde3-7669-4e09-a748-7dc934835680,,UNCLASS,unclassified,44012305,original_unclassified
01bb49c1-d9ae-585d-9b34-004d95479337,88bb521c-f07c-4c21-8d8c-bf447f0c61f5,,UNCLASS,unclassified,1268068,original_unclassified
01c417a7-3b07-525a-86f7-209ab5d0a803,b0604231-ecbd-40d8-8d43-310c584f46a0,,UNCLASS,unclassified,-1983713,original_unclassified
01c4c220-3055-548f-8be0-4d49737905dd,cff968d3-93f0-4bfb-ae9e-32bdb4053baf,,UNCLASS,unclassified,4017888,original_unclassified
01d467bf-11c5-580e-83a3-0320638a2452,87fd2c52-dd7c-4453-a5be-88795956442c,,UNCLASS,unclassified,-24573517,original_unclassified
01d49d94-6016-519c-9995-687237aa49f5,7d357f74-ce9c-4e12-8fd7-9be28caa9d65,,UNCLASS,unclassified,916797,original_unclassified
01d997e7-8e90-5947-8b39-ece56696b814,8a9ae8ba-9e80-4857-b55e-cb8114f54020,,UNCLASS,unclassified,45080833,original_unclassified
01e5c5ca-b122-5c31-a0cc-7795d4277605,7169e8fe-e16a-420c-a09f-9e31532e58f5,,UNCLASS,unclassified,-3450325,original_unclassified
01e62fc2-0539-5ced-aba4-d01403f5e164,7b30cc8e-677d-49be-94d2-f20b7dccb342,,UNCLASS,unclassified,-3899449,original_unclassified
01e6bbbd-2de2-5c93-a521-3dfac51a69fa,538cc446-9f52-47e5-ac79-9fa1e376649a,,UNCLASS,unclassified,-47404498,original_unclassified
01e92c0d-2236-5cc2-8238-309a058d22f5,7c6c55d8-d88c-4e4e-abfc-61ec26a2dd36,,UNCLASS,unclassified,42378366,original_unclassified
01ea0a19-9659-57cc-9d77-596d54293e6a,febda13a-39f6-4b64-93a6-f9df4efc8efa,,UNCLASS,unclassified,-4188320,original_unclassified
01eb5193-3dd7-5e3c-ade1-0a1fc78e66de,9e7c410e-7f1b-4a65-b7d2-a1f1e6cb53b9,,UNCLASS,unclassified,1188276,original_unclassified
01ebf220-73a5-5783-9a5a-0c977a1c607a,dbed58e4-3c51-4d9a-8577-aab918538b80,,UNCLASS,unclassified,-4094550,original_unclassified
01f8b2fc-70d0-5621-8cbd-20c4f6b8d6cf,f8f506f0-d61b-4442-9e66-2c4716a74eed,,UNCLASS,unclassified,-1614311,original_unclassified
01f994f1-80fb-526f-ae27-f264649c5541,473528a5-d0c6-44ea-8eca-9e9376f7dae9,,UNCLASS,unclassified,3794886,original_unclassified
01fd2ef7-35f9-5ad1-9962-a6642e3b2b68,7a0e0659-d6ef-43e2-9b23-c59cf02ed51d,,UNCLASS,unclassified,2521750,original_unclassified
01fe9cfa-2b84-504e-818f-ffa6c6065cca,4f4a4528-cebd-417a-b174-859efb195734,9e31f002-04dc-576f-b04a-7810aab351aa,UTIL,vendor_payment,-3607026,synthetic_extension_v1
01ff5127-fc46-5ae9-b769-58153d924163,39fd75cd-e79f-44dd-9bf5-ce0c1a922e3d,,UNCLASS,unclassified,-2454529,original_unclassified
0206fae7-adfc-5101-bd21-5d44df00fa48,92770758-999c-4c41-a7a9-fdade5cdc5cb,,UNCLASS,unclassified,2339933,original_unclassified
02093a1d-43fc-572c-9e29-77c88946e219,1eb84a2a-2698-40b2-8f10-37aa9cd54ced,,UNCLASS,unclassified,-2184281,original_unclassified
020b9ca3-c3da-53e8-b976-d1d02b15e84b,fb1225d5-044e-45a7-8c26-57d56b4afa28,,UNCLASS,unclassified,32180879,original_unclassified
020cffc1-dc88-5d35-8c78-abbeabeb1ebb,3acc3661-9411-4b54-ae4f-2bf4463aa18d,,UNCLASS,unclassified,-2232581,original_unclassified
020f5589-42e6-5f47-bace-52735c8d4424,1c676b6e-d8b6-48af-88a4-c98cef8db072,,UNCLASS,unclassified,-984009,original_unclassified
0213b276-38b4-5e42-99b9-9f9032411e80,887dc79c-7184-45ff-9328-2605db2b928d,,UNCLASS,unclassified,-46181421,original_unclassified
021519ed-2b65-5bd0-8ebf-75d1b6770bb1,0b2c220d-2edd-40e7-b51d-bd4291ea5a3d,,UNCLASS,unclassified,-4238864,original_unclassified
0216c065-3388-5f56-87ff-60829d5614b1,6d780346-1057-4f9c-a743-a0920a533bab,,UNCLASS,unclassified,-110452,original_unclassified
0218613f-21ae-59b0-9436-53a1225aebd9,2a2879c0-2968-4a9d-8e50-fa3a538c4929,,UNCLASS,unclassified,-47571961,original_unclassified
02189fee-ac66-5edd-bc64-964ed5f7262a,c5a4e131-d5e0-43a0-8aad-4d1c2b3e5414,,UNCLASS,unclassified,-6426670,original_unclassified
0219b604-ef5c-5c99-aebe-e18c7865a1d7,3c770aa5-55dd-44ea-bc0b-37ef1ca56d38,,UNCLASS,unclassified,-4125675,original_unclassified
021d91ba-cb02-5d0f-9ce8-954251296186,954ef7d6-77fa-4b16-bf8f-39a3cb498782,,UNCLASS,unclassified,29709130,original_unclassified
021e6446-e353-58c5-bf48-4116c28bb846,325369ec-db87-41b3-978f-a1c8e7aa26a3,,UNCLASS,unclassified,46224723,original_unclassified
0227bb2a-b270-5ed0-b53f-a0dc65ff5581,8a42368e-6016-40d4-857f-56b4416266f8,,UNCLASS,unclassified,-27847683,original_unclassified
022a4f60-692e-59cd-9308-716452f3babe,2bbd67d6-4971-4d29-92a7-e3e4f7839d50,,UNCLASS,unclassified,-820420,original_unclassified
022a9646-5c80-5049-a097-8c4e68ce952a,2077bca4-47aa-483d-9a62-7b09fbbbfa07,,UNCLASS,unclassified,34153932,original_unclassified
022b8f90-f14a-5a0b-b7dd-c8ca3ac8af46,ac8cc4f7-8a06-442d-acee-d03d181ccaef,,UNCLASS,unclassified,2833217,original_unclassified
0231948f-2067-5f8b-b2cd-a6d928b36f7b,3d659201-a70b-4915-b768-fabd0ad2f84b,,UNCLASS,unclassified,-1953931,original_unclassified
0233dc83-a141-5b1c-a161-55ba9e8ff632,d333bba4-558f-4db3-a839-78f62e0899e8,,UNCLASS,unclassified,-39647831,original_unclassified
0233f67f-65d8-54e6-bd41-a9335663dbc1,44716dbc-94b8-41e3-a7cd-fd028a5f1e7f,,UNCLASS,unclassified,38914496,original_unclassified
0239cd44-13ab-54f4-aa22-fa207106d469,8c787fe4-fb97-4e10-8a23-81c9a73450a8,,UNCLASS,unclassified,-2697407,original_unclassified
023e6170-8ad5-5f58-aa63-60821457b22c,fac791d2-8313-4c99-9b11-6e1d069288c0,,UNCLASS,unclassified,3604019,original_unclassified
