case_id,status,reason_code,as_of_date,review_note
REC-LEGACY-0045,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0046,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0047,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0048,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0049,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0050,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0051,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0052,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0053,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0054,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0055,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0056,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0057,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0058,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0059,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0060,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0061,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0062,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0063,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0064,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0065,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0066,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0067,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0068,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0069,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0070,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0071,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0072,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0073,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0074,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0075,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0076,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0077,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0078,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0079,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0080,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0081,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0082,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0083,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0084,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0085,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0086,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0087,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0088,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0089,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0090,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0091,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0092,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0093,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0094,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0095,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0096,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0097,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0098,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0099,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0100,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0101,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0102,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0103,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0104,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0105,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0106,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0107,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0108,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0109,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0110,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0111,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0112,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0113,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0114,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0115,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0116,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0117,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0118,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0119,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0120,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0121,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0122,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0123,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0124,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0125,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0126,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0127,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0128,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0129,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0130,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0131,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0132,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0133,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0134,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0135,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0136,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0137,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0138,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0139,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0140,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0141,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0142,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0143,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0144,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0145,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0146,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0147,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0148,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0149,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0150,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0151,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0152,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0153,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0154,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0155,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0156,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0157,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0158,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0159,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0160,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0161,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0162,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0163,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0164,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0165,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0166,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0167,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0168,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0169,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0170,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0171,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0172,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0173,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0174,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0175,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0176,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0177,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0178,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0179,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0180,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0181,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0182,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0183,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0184,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0185,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0186,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0187,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0188,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0189,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0190,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0191,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0192,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0193,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0194,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0195,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0196,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0197,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0198,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0199,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0200,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0201,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0202,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0203,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0204,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0205,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0206,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0207,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0208,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0209,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0210,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0211,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0212,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0213,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0214,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0215,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0216,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0217,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0218,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0219,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0220,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0221,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0222,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0223,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0224,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0225,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0226,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0227,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0228,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0229,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0230,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0231,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0232,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0233,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0234,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0235,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0236,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0237,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0238,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0239,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0240,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0241,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0242,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0243,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0244,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0245,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0246,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0247,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0248,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0249,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0250,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0251,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0252,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0253,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0254,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0255,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0256,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0257,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0258,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0259,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0260,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0261,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0262,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0263,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0264,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0265,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0266,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0267,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0268,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0269,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0270,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0271,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0272,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0273,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0274,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0275,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0276,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0277,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0278,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0279,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0280,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0281,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0282,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0283,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0284,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0285,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0286,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0287,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0288,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0289,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0290,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0291,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0292,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0293,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0294,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0295,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
REC-LEGACY-0296,reconciled,exact_match,2026-09-05,Synthetic adjudication: exact_match
