match_id,case_id,entry_id,transaction_id,amount_minor
1019cd17-92bd-5ee6-970f-a88f493bd2a4,REC-LEGACY-0228,LED-LEGACY-0228,74e37d41-7921-4ad8-8811-8410396e872a,3723979
10c61e97-bc44-55d9-bdb3-30abdf3e9d2e,REC-FEE,LED-FEE-CHARGE,c618cf86-6d9c-5567-8146-462784d1c6cc,10000
10f5de55-7ed0-5499-87e2-aaa1549cc0ba,REC-LEGACY-0277,LED-LEGACY-0277,8dddec8f-62b0-4608-840b-f50e65288e39,1983332
1243f310-7b71-5b63-9def-11b68ed3b38c,REC-LEGACY-0430,LED-LEGACY-0430,dc400512-5f7b-4da9-a8dc-36255f74aff5,16705541
13019719-360b-5fee-961a-78f26916fd92,REC-LEGACY-0029,LED-LEGACY-0029,0e156fa4-6bbc-4b32-8c28-f95d20ac43e3,420891
13105372-74ee-57f8-9f2c-e0b7b1d53d95,REC-LEGACY-0183,LED-LEGACY-0183,5e150c97-d096-48a3-a370-f2041c68b11b,2247856
1311d040-08db-52cb-bb05-08b1c417bfc8,REC-LEGACY-0226,LED-LEGACY-0226,73d2d4a9-b541-4ef7-bba5-38e992f48cab,929648
1421d118-8849-5e95-a8dd-927336d690b7,REC-LEGACY-0355,LED-LEGACY-0355,b66301c1-55f2-43cb-ba3e-db22f85e4c5b,46431632
1461fc1b-1311-54d0-a6b3-a947dfa2e4c3,REC-LEGACY-0023,LED-LEGACY-0023,0b4342f6-1404-4a67-80fb-9d3da3ce2ec2,737293
157cbb04-5a9d-52b1-b6b2-9ce7375d0020,REC-LEGACY-0434,LED-LEGACY-0434,de84fa64-4741-4092-bf2c-35ff674e4a6e,2660644
15a6654d-00f0-5796-a541-46a82d29cb47,REC-LEGACY-0485,LED-LEGACY-0485,f8490906-61c2-44fa-8f07-5b60bbba1386,42628408
15af6ed6-e239-5344-93e8-0571f80c546b,REC-LEGACY-0126,LED-LEGACY-0126,40e4b7d1-a764-431b-a614-f7073656c9a2,1958541
15b025d1-64d1-578e-93e6-78b458341f20,REC-LEGACY-0274,LED-LEGACY-0274,8c39b688-f65d-4ca1-84de-22d11abf0f07,17841517
168d4aed-f095-5e6a-bcf5-cd01d45dee10,REC-LEGACY-0185,LED-LEGACY-0185,5ef30025-62cc-4822-b935-09bd29db345c,2134508
1695d580-a939-54a1-9cc1-0b5c9a44c15d,REC-LEGACY-0342,LED-LEGACY-0342,af559eae-26a4-4805-b3ed-aa410cc6839e,1314790
17a3cfd4-0787-53b3-b166-f3520040b7bf,REC-LEGACY-0279,LED-LEGACY-0279,8ee9d009-a404-4318-8fa1-e227485ed9eb,571281
17e3686d-8e70-503d-b22b-fa7e9b94dbd1,REC-LEGACY-0386,LED-LEGACY-0386,c6b2e0ab-fb94-4991-94e2-8bc3d6f4f499,374335
17e69939-0806-5088-b002-ec20c8fe4497,REC-LEGACY-0451,LED-LEGACY-0451,e6be9bcd-96b3-4f99-9044-0d1b95e117d0,4103583
184478b8-0152-53f7-95d4-c88058698e01,REC-LEGACY-0344,LED-LEGACY-0344,b040d791-1bdc-491b-bbaf-03dfd1f3559b,577955
18b0f123-5458-5c81-b96f-87f775d94f7f,REC-LEGACY-0109,LED-LEGACY-0109,37f0f4f1-f71f-456f-a776-358fcb284a45,860527
18bc6c26-26b4-55a6-aff5-2939ed9e372e,REC-LEGACY-0067,LED-LEGACY-0067,22847670-c242-4d0d-bb4a-edf1b8d43dac,3134307
1a06cd08-494d-5711-90d4-00eb090a6526,REC-REVERSED,LED-REVERSED,3858020e-5fe3-5ea7-ac88-fee402fd0b2d,320000
1a7337f6-c364-586c-8ede-dcafd8ab95c9,REC-LEGACY-0414,LED-LEGACY-0414,d4b4b244-7667-4be2-98bc-58467c613968,3659274
1acc6acf-e680-5351-8d2f-74be7e169e52,REC-LEGACY-0364,LED-LEGACY-0364,bb1a0049-1b6c-498b-8258-360f430f8e12,2547302
1b92b410-79ee-5462-8914-02a50ddabe1c,REC-LEGACY-0028,LED-LEGACY-0028,0dbd0ce3-f9d5-41d6-bbc4-c4174e940c4a,30113683
1c1f867a-0c7a-53c0-ad64-2b3b1939080b,REC-LEGACY-0495,LED-LEGACY-0495,fd114f40-8b19-4f7b-8a0c-22630e92613f,194170515
1c2c4f2c-50df-515a-b8c6-5e7db0790eec,REC-LEGACY-0115,LED-LEGACY-0115,3b731e3f-5faf-4c3f-8775-d8a99ebf3c6a,4463413
1c9f70f0-7f6e-5e8f-8e1a-9ed807c4a5fb,REC-LEGACY-0483,LED-LEGACY-0483,f71c1e1f-31c2-4027-b91d-9a54a5467771,31573644
1d2cd203-9683-5765-bbfd-485ad6d6e687,REC-LEGACY-0307,LED-LEGACY-0307,9e7641ee-21bf-4390-8db6-d276148e9641,1388172
1e6d4a48-64a0-5b97-a853-b3ceacf04703,REC-LEGACY-0000,LED-LEGACY-0000,0003f833-87ad-4a60-8b81-403e3f181794,1228076
1e95615b-7a0d-5479-9103-b406d4fc03de,REC-LEGACY-0123,LED-LEGACY-0123,3fab0904-f785-4517-bffc-a7b354a4b555,49992827
202b2f6b-1550-564a-bcac-3481e12e9c25,REC-LEGACY-0190,LED-LEGACY-0190,61367437-946b-49e1-9e5c-77b43697b9b0,29328847
207dc544-a912-579c-b4c7-c905e5143dcd,REC-LEGACY-0318,LED-LEGACY-0318,a3b0cd4e-f6d4-4536-b4ca-92e048e1d624,1481273
2098ca1c-1fdb-5a28-8e3d-e81f9df4c2e1,REC-LEGACY-0112,LED-LEGACY-0112,39aaaf1d-3a24-4b9c-99e9-0b02ee07d1b7,3658355
209b2635-9249-5be5-b1ff-5ca2d33fc540,REC-RETRY,LED-RETRY,090d63e8-2228-5b81-a9f0-efbf67f56428,150000
20e91429-f3de-5717-9b04-9613dd19c4d8,REC-LEGACY-0209,LED-LEGACY-0209,6b107f0d-e6b0-41c0-8d9a-8214e0181783,2385915
21417087-76f8-596f-b4ea-94ea2f742e05,REC-LEGACY-0026,LED-LEGACY-0026,0cc1bc50-4ebd-4209-8689-deb63d009ec2,4655459
214fcbe2-31cf-5fae-9910-23ebeb572e9c,REC-LEGACY-0271,LED-LEGACY-0271,8ab2d43b-1370-4aa6-a465-c775afb30374,44986668
2160b3e9-6110-5466-9126-be988e236ed0,REC-LEGACY-0340,LED-LEGACY-0340,ae74f21a-1195-400e-8f4c-e673b76a0b30,29631145
21c71d89-e7a4-5716-8dc4-a6ee18c926bc,REC-LEGACY-0090,LED-LEGACY-0090,2d96289b-c769-4ca5-8e53-eb7d3625bb5b,23969270
22f952a7-31a9-5559-b05c-93efd4b20227,REC-LEGACY-0263,LED-LEGACY-0263,8679e4dc-448c-4af9-82d4-4f16e01034b4,39979022
2321afa1-1efb-5b56-a928-a183097af0a2,REC-LEGACY-0394,LED-LEGACY-0394,caf37f61-a53a-4fdd-87a0-b5dd4160a390,40329392
23f32844-140c-568a-9230-654df463fd42,REC-LEGACY-0176,LED-LEGACY-0176,5a564209-99db-4337-8e07-172c18c5e10d,38229305
241439fd-c26e-51d8-8bfe-b5d7ff119fc2,REC-LEGACY-0473,LED-LEGACY-0473,f196e4ec-3171-463d-81d8-e79d9236e236,4354839
244a593e-e244-548e-9edd-85c35335e2b4,REC-LEGACY-0347,LED-LEGACY-0347,b225c092-3f46-489c-89be-06b99e515432,4856631
256522e7-0899-5d06-93d3-db0a493e5e05,REC-LEGACY-0403,LED-LEGACY-0403,cfc7fdf3-0056-4ba0-9ed2-ac9f012488d8,326565383
259dcb90-2b49-56c4-89ac-e9a6970e18a7,REC-LEGACY-0007,LED-LEGACY-0007,0361f65c-0f03-432f-8d38-4f969b56d818,611289
25f622dd-b10b-5bc1-880b-d2ab5cfd73a5,REC-LEGACY-0450,LED-LEGACY-0450,e66028d3-8649-4bee-8d2d-e57a1774bb60,1794789
265fa057-621b-5aa7-8801-78ce1b9e3dc2,REC-LEGACY-0338,LED-LEGACY-0338,ada31c12-5eee-4040-b5c4-30c5d8485c88,1624095
26fe34c7-99fb-5613-98a1-f2bf498828f1,REC-LEGACY-0438,LED-LEGACY-0438,e04e395c-e583-4a5a-9ea7-a859ae6b40f4,42751241
27aaf57e-0ef0-5758-8e41-4c25c63e177e,REC-LEGACY-0493,LED-LEGACY-0493,fc4fe3d7-c492-4fed-b953-f50926c2b716,657714
284618c7-5920-5e15-991d-bce024f197d3,REC-LEGACY-0455,LED-LEGACY-0455,e8db6169-df95-47ba-8f50-516c44a21ede,3874680
289217a3-dabf-5498-aeb0-1d8ba89d7d7b,REC-LEGACY-0459,LED-LEGACY-0459,ea9a964f-0b04-4f2f-a534-afa8e7bcfaa4,3746727
293315c0-73f7-53ed-8564-84893bc23457,REC-LEGACY-0108,LED-LEGACY-0108,371f7f43-959c-4c66-9840-96cb5f38aece,3544466
2b948852-b8c1-510e-983d-b69e6d37776c,REC-LEGACY-0425,LED-LEGACY-0425,d9e874fc-87ea-4d73-9954-7b2fa6d662ec,4090040
2c10d066-a604-5221-bcf2-251321506443,REC-MISMATCH,LED-MISMATCH,5eea1f24-4538-548a-960f-5b60049822a6,990000
2c5a3132-6d31-559a-8e29-2a697d8cba42,REC-LEGACY-0419,LED-LEGACY-0419,d70c1dd6-0950-438d-97c5-8563dfd2221f,1082142
2ceace5f-42fb-5e46-b7e9-f31f96052dc4,REC-LEGACY-0061,LED-LEGACY-0061,1f126428-2011-4d2c-8f14-45d79759350f,602562
2d3cae90-c107-5eca-8f25-48cc0346b492,REC-LEGACY-0322,LED-LEGACY-0322,a58158db-efcd-4710-b139-17639d6b610e,23610998
2d81c417-fbaa-5b16-9820-4d5c1a9456f6,REC-LEGACY-0210,LED-LEGACY-0210,6b9e6a91-02d8-4d81-bdce-4e78d30ed101,997144
2dadbfa1-e02e-5781-96d6-2760eae552c2,REC-LEGACY-0392,LED-LEGACY-0392,c9f2b93a-b25f-4b51-ba7a-3a7ec7a4d2c5,443103
2e11dbd5-bbc6-50f7-ba9a-3eee903e3534,REC-LEGACY-0249,LED-LEGACY-0249,7f9fbbe2-76a9-415f-91bc-6a54902f8fac,33124797
2e4c19c1-e6c4-5088-8a97-2587ce82eacf,REC-FIRST-DAY,LED-FIRST-DAY,de6ba5cf-5275-5a39-80b2-2a9d8c1101e7,10000
2ed01163-7c01-5be0-882f-a2b3a6d1a00f,REC-LEGACY-0221,LED-LEGACY-0221,715a9a5c-7a2a-4110-b7f4-f6ee2fa3a02b,2377638
2fdd45b6-076f-5956-9035-8d9e32c30afe,REC-LEGACY-0168,LED-LEGACY-0168,568ab1a3-b3d0-44a2-baa1-f3a2cfb44623,2335919
3071d0a4-40ad-5ac3-a4bb-9eec082c1684,REC-LEGACY-0175,LED-LEGACY-0175,59ef59b9-e106-4d71-a334-c51d209a2dae,10465560
30fe23c3-93bb-5817-9298-7e59b6f1a4f2,REC-LEGACY-0054,LED-LEGACY-0054,1b260d5e-0e2b-478e-84ee-70704c04eea5,26525928
312fce38-ae90-5ef3-859b-6b1a5a0398c2,REC-LEGACY-0079,LED-LEGACY-0079,280346e1-6c21-41a0-abfc-48c474eeb779,368605516
316c2542-3e85-5bbe-8c7b-83fbff3e0014,REC-LEGACY-0470,LED-LEGACY-0470,eff86543-3c08-43c9-bf22-eaa9b87a87ff,3256520
3265538a-afaa-5ecd-85ba-328739539ade,REC-LEGACY-0341,LED-LEGACY-0341,aefa5cfc-8039-4ca3-aa9b-9880acf4a08f,4621064
333b00dd-e8e7-58e0-b939-4c9a30401227,REC-LEGACY-0448,LED-LEGACY-0448,e57a5d27-d80e-49cb-8e8c-0ebaee5b509c,3056234
340641c7-f37b-5d8c-9346-2891853242da,REC-LEGACY-0404,LED-LEGACY-0404,d015cecb-c81d-4da4-9ec2-f737591f87a5,3030494
341d02e7-c233-50c0-9784-9f6ba2ae9711,REC-LEGACY-0215,LED-LEGACY-0215,6df69141-7057-4642-b4d6-0a38f07ef709,4786502
3438347c-418d-51c8-b5a6-45961c859ed1,REC-LEGACY-0261,LED-LEGACY-0261,85835a23-1620-458e-8fcf-f8b59bbb6077,1924843
346a822b-ab76-52f6-b131-6824f024944c,REC-LEGACY-0202,LED-LEGACY-0202,67797909-867e-4940-96a7-12d48f2a69bf,33240077
34a66893-5c96-57ee-b3c1-e33365c9c1be,REC-LEGACY-0152,LED-LEGACY-0152,4e19db02-9879-4b86-83ed-e1669c612537,3626525
350e23e5-7c7f-5aab-9364-d422362e6a45,REC-LEGACY-0120,LED-LEGACY-0120,3de45b44-c1ce-4baa-88e5-7839ae720af5,684024
353115a3-12fc-5ac6-8622-0452b81f3dbd,REC-LEGACY-0039,LED-LEGACY-0039,135cb830-7092-401a-b956-88c3c819c3d2,1966502
363bf209-8aa7-524e-8c2a-8dcebd309ca8,REC-LEGACY-0266,LED-LEGACY-0266,880b4eb2-9905-404f-91cf-4f97b77ad571,4465058
370a3b0f-f30d-5dd9-82fe-d524a9d1f825,REC-LEGACY-0269,LED-LEGACY-0269,89682447-a78e-4ff7-8fd5-90f0564397b3,235354
37484e70-4ae5-5fda-a3b2-199cca4191be,REC-LEGACY-0015,LED-LEGACY-0015,074db3b4-32d1-47ea-83cc-f49a4f538542,2162701
37a06fc5-953f-57b8-905a-1a7b5a4bfa3f,REC-LEGACY-0456,LED-LEGACY-0456,e938ce90-a8d8-4714-a392-5fce8a3b41f7,4670681
392a1771-70e1-58b0-8957-140989a91941,REC-LEGACY-0201,LED-LEGACY-0201,66b9a14c-0fe9-4bfd-b282-be4a3e114bef,316433066
3933b733-4a8b-5946-8e36-ec368b4e01d1,REC-LEGACY-0321,LED-LEGACY-0321,a50ad002-32a1-4000-9765-569cf89308d0,1323826
393e0b6e-1e0c-5808-939b-9f459662b7cb,REC-LEGACY-0089,LED-LEGACY-0089,2d1c5dd9-83bc-47b7-8349-aff6cd3e0289,3091879
398bfe8e-8230-57dc-bbb2-2ba3ad1ece30,REC-THRESHOLD-ABOVE,LED-THRESHOLD-ABOVE,83818844-2d82-5dd9-9ad3-35628b6a2d5b,5000001
39989467-82e6-5a54-95c8-7e0cdccf7ee2,REC-LEGACY-0012,LED-LEGACY-0012,05c92dea-632f-4ab2-a096-80b670fc73eb,3538184
3a290800-904f-5989-bec4-82fb0f075bd2,REC-LEGACY-0138,LED-LEGACY-0138,46bf7b5a-863a-4cf8-9b45-eb3cb4028b57,2869253
3a675e73-0344-5f2e-8917-ded908e97486,REC-LEGACY-0145,LED-LEGACY-0145,4aa7f27a-50f7-491e-8b5a-96e6dc149987,2041848
3ab7eb09-b530-5473-bd7d-5549298314e7,REC-CLOUD-HISTORY-2,LED-CLOUD-HISTORY-2,2504e461-b77c-5f41-be25-4aa89213b612,100000
3b6d83af-519d-5935-8459-3b8e535c76b7,REC-LEGACY-0154,LED-LEGACY-0154,4f4a4528-cebd-417a-b174-859efb195734,3607026
3b88f990-085c-5f6c-960f-e5bb10006dfa,REC-LEGACY-0084,LED-LEGACY-0084,2a9d82c9-6c95-4c39-a4a0-2a136d71fcca,4766621
3bcf8a4c-0a24-512b-8364-b8343c379f6a,REC-LEGACY-0107,LED-LEGACY-0107,36952b86-a97f-4953-822c-e5129544d9ea,312196
3cbe3e92-f335-527a-a0a9-4290c98958a0,REC-LEGACY-0292,LED-LEGACY-0292,95b0c7e1-b047-4e03-b092-c835c553ef5b,468717
3dd77ce4-8f0c-5a16-8898-6f0f2312c446,REC-LEGACY-0151,LED-LEGACY-0151,4d996177-b248-4915-a226-7c77bf90b457,6706459
3edc5d03-c72e-5b83-8363-507d34bf7abe,REC-LEGACY-0308,LED-LEGACY-0308,9f061afc-d162-43b4-a612-519c0c8ee9d7,4138028
3efa9cb3-2783-50b0-b1f6-e434831192a1,REC-LEGACY-0135,LED-LEGACY-0135,456b7612-f0cf-4389-a373-579af613f156,1214717
3f32dd27-d9b7-5814-afda-69878e5ad379,REC-LEGACY-0096,LED-LEGACY-0096,3081e51e-1927-4c7a-8787-22ec414699d5,4963302
408941a0-aeab-57b4-a091-b506ea686541,REC-LEGACY-0316,LED-LEGACY-0316,a297a4b6-adf1-4dbd-8adb-1c6bee02c27e,34798382
40eb95a6-0d12-5752-9f54-c55ab18fb04e,REC-LEGACY-0033,LED-LEGACY-0033,102c99ac-f242-49ff-8d29-6ce9fee80281,1828005
42fd7521-fa57-5a1f-b52d-aff0e2f0d850,REC-LEGACY-0298,LED-LEGACY-0298,997b7048-7433-498b-be8f-7a9548d8ed52,3265108
432f94a2-533d-52f8-9dc5-eeabaa4d123d,REC-CLOUD-OUTLIER,LED-CLOUD-OUTLIER,86bba9e3-8c33-567f-a756-968088746855,2500000
43847787-70c2-569c-8ea9-53e4d7f663b5,REC-LEGACY-0214,LED-LEGACY-0214,6d74dd48-0bef-445f-99d5-9acb4c23be7e,4089425
43d44514-0778-5ee3-90e0-4c6108cfb22f,REC-LEGACY-0333,LED-LEGACY-0333,aad761ff-b007-448d-98f9-77bd2a474be6,4955559
44060b0a-e659-53a8-b84c-c6384b9b0bbc,REC-LEGACY-0351,LED-LEGACY-0351,b487d830-7077-4b41-a527-fb80c047e177,3950395
4452c931-1747-594f-89b9-6e63611e401c,REC-LEGACY-0486,LED-LEGACY-0486,f8d52127-f492-4e90-a31e-18bb51c8e733,3487796
450a5ec7-4e80-5185-94a7-4b554bfaa5d5,REC-LEGACY-0310,LED-LEGACY-0310,9fea9a8a-9fa9-4fd2-9108-850654ec2682,1148158
450f0345-9107-5fb2-b650-63c7d6fb78b3,REC-LEGACY-0429,LED-LEGACY-0429,dbb7d463-f57b-4fab-9f24-484e11cc0214,2559380
45615a76-1377-5592-af3c-ec02b3b02c92,REC-LEGACY-0248,LED-LEGACY-0248,7f10546b-0a72-4505-a644-0d59ee6882b1,1200761
45620b36-c203-504c-bce8-1e96234535d9,REC-LEGACY-0019,LED-LEGACY-0019,0944fe54-9a05-4cff-857b-5c26e433e041,1920154
45ddaf46-b5b5-582a-b672-e68b4e332632,REC-LEGACY-0480,LED-LEGACY-0480,f59c71ef-40a9-40be-9a64-10125f54c222,4805476
46000b23-cc02-53fa-8ace-78dc3aa2a4bd,REC-NEXT-MONTH,LED-NEXT-MONTH,a06c7b06-6951-5601-9223-64deada2d09b,30000
4621724c-eff9-5652-bab9-0a000b3828bc,REC-CLOUD-HISTORY-6,LED-CLOUD-HISTORY-6,005939f9-1b27-56e8-956c-72a7d9c4c36e,100000
469c906b-f094-5776-a1ff-ed5d24555d98,REC-LEGACY-0285,LED-LEGACY-0285,91dddbca-d124-4c8c-be51-3d5318a9369d,4845055
46a8865f-f537-57af-bbcc-5e2d52e7df18,REC-LEGACY-0117,LED-LEGACY-0117,3c5df5cc-8c19-46d7-9202-f9eb4afbbb11,23438937
46b1f845-5933-5102-a289-2a2c07c99c08,REC-LEGACY-0423,LED-LEGACY-0423,d901d3ba-3781-4285-9d2e-0a7cf322bf74,25812434
46dfda52-b6e1-5432-b4db-e64f94ed27b2,REC-LEGACY-0131,LED-LEGACY-0131,43a1d553-61f4-4224-a9dd-54040a616764,3967617
46e141ba-63d7-583d-aae0-d726720fe9b9,REC-LEGACY-0069,LED-LEGACY-0069,234e97c5-e1c9-4fea-ba62-feb1f32e45a8,48771224
4776e9fb-ba5f-5771-b210-07b637c658e1,REC-LEGACY-0260,LED-LEGACY-0260,852ff14d-d9a8-49cf-86aa-73d76cb0baee,2013037
479a474e-7816-5b49-9dde-20d5e13fd2da,REC-LEGACY-0496,LED-LEGACY-0496,fda64d34-bb34-4624-8e38-5d01bc8ace6f,3848491
47ec440b-e838-5157-9ad3-2bb346f10f13,REC-LEGACY-0301,LED-LEGACY-0301,9b341f36-4cda-4114-ae9b-03bceb06e8bb,2283246
484fc5b8-e07d-57f2-aaf1-ad76234ac214,REC-LEGACY-0110,LED-LEGACY-0110,389afe0a-66a7-4a8a-897e-ccd238bf3e38,468064
489fcd64-5b70-5380-b416-071f5570d4a2,REC-LEGACY-0432,LED-LEGACY-0432,dd4ec785-343f-420f-a00b-d186062d381c,711299
48c40db9-645a-5c15-b242-04c0eb128075,REC-LEGACY-0268,LED-LEGACY-0268,88e76c6d-f3f5-4dad-9547-be04481ac9a5,1993780
49323f66-2cd8-56c6-b168-001f221b9685,REC-LEGACY-0106,LED-LEGACY-0106,35e73192-6991-4ea8-80af-cf1e37d792cb,4515398
49364b1f-0e24-5c8c-8f17-688d1c014343,REC-LEGACY-0359,LED-LEGACY-0359,b8501639-9874-4212-924e-5947e809099c,3868453
4a5ffbb6-559d-5116-8e37-431dd0d9ea78,REC-LEGACY-0278,LED-LEGACY-0278,8e6309e3-3bdf-4504-b7ea-56e0e6472175,47551823
4af6b796-2a36-5958-9794-5a8127285f0e,REC-LEGACY-0401,LED-LEGACY-0401,cea4e226-9bef-4eb1-ac3e-728e87878075,8136197
4bbc2297-906d-585f-9aec-58d61492dfa4,REC-LEGACY-0064,LED-LEGACY-0064,20c80222-cf11-49d4-9e2f-1f2c49fc4f11,4268940
4bdadd4f-6d9e-5886-af58-3baf2c07ac81,REC-LEGACY-0206,LED-LEGACY-0206,698e94a4-ac88-49da-88dd-dbe343882d40,4949941
4d0020f7-f229-5b23-a0a7-ecfd81e54b51,REC-LEGACY-0336,LED-LEGACY-0336,ac75a8d8-cf05-432d-b193-85b68749d9ba,18542800
4e9f9023-26e4-5b01-a330-dda42f47bda2,REC-LEGACY-0332,LED-LEGACY-0332,aa602b37-ee9a-40d3-bd0b-fb65b593fda1,4434869
4ea696ea-39c2-5291-864f-17a16e8d4703,REC-LEGACY-0478,LED-LEGACY-0478,f4a1c1c9-a62b-416d-af76-c22abdaa1d0d,2157246
4f8efa80-f6f2-56c0-8eca-7cd22493ebc9,REC-LEGACY-0020,LED-LEGACY-0020,09df2a1d-50e7-42a8-a7eb-5831dc74557f,4970182
4fe32cc9-92c9-53e8-84bc-c9705d9695c2,REC-INTERNAL-IN,LED-INTERNAL-IN,00055fdf-b754-5f67-beec-4038bf682f9c,900000
501267aa-be48-5fa0-b25b-a50e01740b95,REC-LEGACY-0127,LED-LEGACY-0127,416c50f1-3c79-4aba-9115-4b7aca4e5067,21649367
505e8a94-276f-5ca6-adf9-c08a1e5fb99b,REC-LEGACY-0385,LED-LEGACY-0385,c62c55ed-93d7-4137-a8d3-45394c689b31,21988170
507668f3-cca8-514b-9014-ea700c7864da,REC-LEGACY-0229,LED-LEGACY-0229,754fbbd5-d30e-4107-9c44-da3e86a6781c,47298631
51590d31-8cf7-5c91-874c-586528a168ca,REC-LEGACY-0200,LED-LEGACY-0200,6661edd3-8c96-41dc-b2c1-32ea29a7578d,2768705
517ebf2f-928a-5fd7-baa7-5583a6623377,REC-LEGACY-0103,LED-LEGACY-0103,3434df7b-cca4-4421-8ce6-ede685ba1eb8,3366465
5187b132-313f-5bf3-b519-e86d457fb4eb,REC-LEGACY-0334,LED-LEGACY-0334,ab337f93-57f5-4cb1-b48a-e254a54daab5,2360763
51f2b669-e3df-5593-8183-d9967b4ace11,REC-LEGACY-0077,LED-LEGACY-0077,26e8af4d-d3bd-4eb5-9be4-d8012c61816d,2803314
5211fac4-c562-54d9-b218-2ddcaab41910,REC-LEGACY-0074,LED-LEGACY-0074,25d3aa6c-4a18-4e88-b774-6ee6b870cd95,4663427
5324e599-2c05-52ed-bd89-3ba629db66d9,REC-LEGACY-0398,LED-LEGACY-0398,cd42406e-08c4-4d86-bf99-d64124a73848,4236778
5332e41c-e2b3-5e22-9f2b-a1e5495ec2fc,REC-LEGACY-0449,LED-LEGACY-0449,e5eca7a3-6f88-46f5-852e-3544397b51fc,365485273
53d800a8-1a9f-5893-8c29-4cd022dc78ee,REC-LEGACY-0346,LED-LEGACY-0346,b181e214-30f5-459c-82ae-1b80e3605874,4699177
54542207-c803-5ef2-afe8-58f7599e0fe3,REC-LEGACY-0482,LED-LEGACY-0482,f6a75880-84f6-48ec-bb83-0597abd357ce,1189531
549399a6-bc67-57f9-a385-6a23f34d6309,REC-LEGACY-0100,LED-LEGACY-0100,327a5582-5a63-4dc6-bb97-8d582e9adfdb,2871571
55377436-3c8b-5f0a-9106-2cfef52c3895,REC-LEGACY-0087,LED-LEGACY-0087,2c2fe64a-d347-475d-9b1e-7aebc870b426,49518665
564593b1-2b86-5db8-b032-b657f902b8df,REC-LEGACY-0093,LED-LEGACY-0093,2ef2e4e0-b536-48aa-8eb6-20523db27b45,1159608
