entry_id,account_id,payout_id,expected_date,direction,amount_minor,entry_kind
LED-LEGACY-0002,14d4cf27-e481-45c3-90cd-13803d10fa4f,PAY-LEGACY-0002,2024-12-27,debit,1129332,vendor_payment
LED-LEGACY-0003,4f01cdef-441a-4ade-b157-d6eefa631a6d,PAY-LEGACY-0003,2025-06-27,debit,42277702,vendor_payment
LED-LEGACY-0004,ce6e3729-2020-4d5d-977f-41cf6232b6d6,PAY-LEGACY-0004,2024-06-12,debit,262972,vendor_payment
LED-LEGACY-0005,7c7fbe96-e681-4290-8a4e-d75ae6b1deab,PAY-LEGACY-0005,2024-07-22,debit,2768795,vendor_payment
LED-LEGACY-0006,ae093aff-c18e-425e-accd-95347e8b3f37,PAY-LEGACY-0006,2026-05-16,debit,3935626,vendor_payment
LED-LEGACY-0007,669c76aa-c991-4a94-a01b-0fe42985b440,PAY-LEGACY-0007,2025-07-20,debit,611289,vendor_payment
LED-LEGACY-0008,f596673a-a1df-42a7-bbe4-5e37ea77667f,PAY-LEGACY-0008,2025-10-23,debit,3351493,vendor_payment
LED-LEGACY-0009,818b2460-e7aa-4e0e-8780-3d5f4de96f61,PAY-LEGACY-0009,2024-07-02,debit,1558145,vendor_payment
LED-LEGACY-0010,87281040-201f-4bb5-8405-5346dd9359ae,PAY-LEGACY-0010,2025-11-23,debit,3792502,vendor_payment
LED-LEGACY-0011,64765f6c-95f9-4038-be95-d0734396e375,PAY-LEGACY-0011,2025-07-02,debit,49886607,vendor_payment
LED-LEGACY-0012,05937dc7-bfa6-4188-a0c1-2ee7b502c51c,PAY-LEGACY-0012,2024-01-16,debit,3538184,vendor_payment
LED-LEGACY-0013,80083014-df30-4687-820e-ad759f7fee2f,PAY-LEGACY-0013,2025-03-09,debit,7976951,vendor_payment
LED-LEGACY-0014,d1a6097e-d124-4b7c-9f4e-c30356f6f3bb,PAY-LEGACY-0014,2025-01-27,debit,3392034,vendor_payment
LED-LEGACY-0015,265a51c1-7788-4b7c-9165-6e18e79bcaa3,PAY-LEGACY-0015,2026-05-06,debit,2162701,vendor_payment
LED-LEGACY-0016,e01d239d-2042-4f49-956f-69317007d3d1,PAY-LEGACY-0016,2026-02-05,debit,922768,vendor_payment
LED-LEGACY-0017,ccde89a7-4749-42ae-8f2c-48790395c955,PAY-LEGACY-0017,2025-08-21,debit,3357623,vendor_payment
LED-LEGACY-0018,0624e339-4696-4ba8-a8f8-fcc78f016d55,PAY-LEGACY-0018,2024-08-19,debit,434460,vendor_payment
LED-LEGACY-0019,3805774e-fbc0-413d-8631-4f5306000e48,PAY-LEGACY-0019,2026-08-31,debit,1920154,vendor_payment
LED-LEGACY-0020,93cdf7ab-532c-4d1e-a443-a26b10046fce,PAY-LEGACY-0020,2025-04-10,debit,4970182,vendor_payment
LED-LEGACY-0021,b7fe96c8-e78b-4003-8d1b-2288a70bffab,PAY-LEGACY-0021,2025-08-21,debit,1406322,vendor_payment
LED-LEGACY-0022,f5a61257-35b2-452a-b5e8-366b725fd6ed,PAY-LEGACY-0022,2025-02-03,debit,4222435,vendor_payment
LED-LEGACY-0023,f96ec312-9923-4554-93f0-6eade302d2d0,PAY-LEGACY-0023,2026-02-15,debit,737293,vendor_payment
LED-LEGACY-0024,5a3c84cc-fbcb-4a71-8195-ea67f42d948b,PAY-LEGACY-0024,2025-01-01,debit,1240402,vendor_payment
LED-LEGACY-0025,35cbd0e1-fa1c-40da-bf3c-659fbdf26b5a,PAY-LEGACY-0025,2025-06-24,debit,527188,vendor_payment
LED-LEGACY-0026,9a9b88a3-3900-4c30-bdd6-a3b6609f05ba,PAY-LEGACY-0026,2024-07-07,debit,4655459,vendor_payment
LED-LEGACY-0027,b5258d18-1279-48c6-b1c2-a69dd1c23a80,PAY-LEGACY-0027,2024-02-18,debit,857059,vendor_payment
LED-LEGACY-0028,277e4335-2303-43eb-b143-3a966c7cd19e,PAY-LEGACY-0028,2024-06-05,debit,30113683,vendor_payment
LED-LEGACY-0029,78bdd512-8311-4919-80c8-83c02d99a8a8,PAY-LEGACY-0029,2025-06-03,debit,420891,vendor_payment
LED-LEGACY-0030,dfc3c466-3dba-422b-9b18-048e6a572be1,PAY-LEGACY-0030,2025-10-05,debit,39226797,vendor_payment
LED-LEGACY-0031,d5928cb9-7db1-4a5c-97b6-0472efa43308,PAY-LEGACY-0031,2024-01-23,debit,2106327,vendor_payment
LED-LEGACY-0032,f717203b-9412-496a-a238-94da7af16031,PAY-LEGACY-0032,2025-12-28,debit,10995017,vendor_payment
LED-LEGACY-0033,b4028684-7853-40f4-ae5b-af515b3b04d1,PAY-LEGACY-0033,2026-02-07,debit,1828005,vendor_payment
LED-LEGACY-0034,7bbb4a89-8716-48b1-8ad1-1efe7a1d5372,PAY-LEGACY-0034,2024-03-07,debit,284947623,vendor_payment
LED-LEGACY-0035,4cc93d65-f808-4292-b1dd-70a91ea19cb1,PAY-LEGACY-0035,2024-09-14,debit,2310246,vendor_payment
LED-LEGACY-0036,0503af66-feb1-424b-a5b6-4267e8e5484c,PAY-LEGACY-0036,2026-04-22,debit,42736831,vendor_payment
LED-LEGACY-0037,e0c373a1-0e02-4b68-9a39-c41977fdae01,PAY-LEGACY-0037,2026-06-08,debit,20743512,vendor_payment
LED-LEGACY-0038,2b3fdc33-83b6-47ef-966a-1feab26b8010,PAY-LEGACY-0038,2026-02-16,debit,4150065,vendor_payment
LED-LEGACY-0039,e21c1526-bb6b-4b0f-a866-549ce60453e4,PAY-LEGACY-0039,2024-04-24,debit,1966502,vendor_payment
LED-LEGACY-0040,82576fdb-8eb9-421f-822a-0ee22e106eba,PAY-LEGACY-0040,2024-10-31,debit,47165231,vendor_payment
LED-LEGACY-0041,425b4a86-d1f2-42c6-8041-6c8e10c168d5,PAY-LEGACY-0041,2025-05-19,debit,3144303,vendor_payment
LED-LEGACY-0042,373027a1-99a5-4ddb-877f-b1be9a1a5e21,PAY-LEGACY-0042,2025-02-20,debit,1311827,vendor_payment
LED-LEGACY-0043,744f80db-d44f-4ce7-8f5b-b9b01219d4a1,PAY-LEGACY-0043,2025-03-03,debit,1143061,vendor_payment
LED-LEGACY-0044,aa0a5b33-b8d5-4321-89d7-2c8e152d4037,PAY-LEGACY-0044,2025-10-29,debit,3856371,vendor_payment
LED-LEGACY-0045,eea6e1d2-cc76-407c-b7a0-844708cc3030,PAY-LEGACY-0045,2024-09-02,debit,4176687,vendor_payment
LED-LEGACY-0046,ef008986-aca8-4cba-bc4e-824828c8adac,PAY-LEGACY-0046,2024-04-12,debit,39425761,vendor_payment
LED-LEGACY-0047,d4c13d70-1ede-4364-aaf9-6a30d76edb56,PAY-LEGACY-0047,2025-09-27,debit,3487802,vendor_payment
LED-LEGACY-0048,69a91c43-f268-4500-aec9-86c907f102bd,PAY-LEGACY-0048,2026-06-27,debit,3631845,vendor_payment
LED-LEGACY-0049,cce9b8e1-50cf-48cb-8679-13fc9046710d,PAY-LEGACY-0049,2024-02-24,debit,2985166,vendor_payment
LED-LEGACY-0050,26a1d964-c0a9-44ac-bc52-e537675ad507,PAY-LEGACY-0050,2024-12-18,debit,2318825,vendor_payment
LED-LEGACY-0051,c85d7873-f374-4174-84d7-a3225bd0e208,PAY-LEGACY-0051,2025-09-11,debit,7165231,vendor_payment
LED-LEGACY-0052,ce55fa10-90d0-4841-838d-5c2b57bd8fcb,PAY-LEGACY-0052,2025-03-21,debit,75735,vendor_payment
LED-LEGACY-0053,d938473b-08fa-4ea0-8f8a-ffa73ccb27a7,PAY-LEGACY-0053,2024-01-30,debit,49749126,vendor_payment
LED-LEGACY-0054,f638c13e-004a-4191-8f51-44eabd8f5cbf,PAY-LEGACY-0054,2024-02-09,debit,26525928,vendor_payment
LED-LEGACY-0055,35042072-84bc-4384-9e7f-301b0855432a,PAY-LEGACY-0055,2025-12-17,debit,3740616,vendor_payment
LED-LEGACY-0056,d66b10d4-04bf-46cf-a55e-e24b554afac2,PAY-LEGACY-0056,2025-11-07,debit,2050147,vendor_payment
LED-LEGACY-0057,928e9fda-c3dc-4dc3-a9b7-0ef6e68803f5,PAY-LEGACY-0057,2025-11-20,debit,35254899,vendor_payment
LED-LEGACY-0058,ae093aff-c18e-425e-accd-95347e8b3f37,PAY-LEGACY-0058,2024-02-23,debit,543746,vendor_payment
LED-LEGACY-0059,2688dea3-5d21-4e51-9036-dbe093eee17c,PAY-LEGACY-0059,2024-01-01,debit,1939638,vendor_payment
LED-LEGACY-0060,06fc163f-3da1-46e1-9f94-9a3ecc101288,PAY-LEGACY-0060,2026-06-01,debit,163618,vendor_payment
LED-LEGACY-0061,876a6853-7675-48b7-9436-5171b0d4be52,PAY-LEGACY-0061,2024-05-02,debit,602562,vendor_payment
LED-LEGACY-0062,d4c13d70-1ede-4364-aaf9-6a30d76edb56,PAY-LEGACY-0062,2026-05-25,debit,4986954,vendor_payment
LED-LEGACY-0063,be2c9747-336f-4a04-a9b6-646292a4cefa,PAY-LEGACY-0063,2024-06-03,debit,15061451,vendor_payment
LED-LEGACY-0064,e3408600-a59b-4789-8789-97460e4557c9,PAY-LEGACY-0064,2026-07-05,debit,4268940,vendor_payment
LED-LEGACY-0065,74ee749b-24b2-4645-a532-0fbdefe04aec,PAY-LEGACY-0065,2024-09-09,debit,2462391,vendor_payment
LED-LEGACY-0066,932ed4da-7d30-4480-894c-e33632cec54e,PAY-LEGACY-0066,2024-11-06,debit,3934653,vendor_payment
LED-LEGACY-0067,06b583c9-a83f-4571-8b4d-351a9f39393c,PAY-LEGACY-0067,2025-11-08,debit,3134307,vendor_payment
LED-LEGACY-0068,df9f1ade-63f6-4321-9ed3-3b68d7e80a88,PAY-LEGACY-0068,2024-02-12,debit,37696851,vendor_payment
LED-LEGACY-0069,83c7108d-7aea-4861-9605-313f8523f363,PAY-LEGACY-0069,2025-02-18,debit,48771224,vendor_payment
LED-LEGACY-0070,fc764a5a-7de5-4624-a5ce-c9a2eda83684,PAY-LEGACY-0070,2024-02-28,debit,37756265,vendor_payment
LED-LEGACY-0071,23ef3a14-47bf-408d-80fb-658c6b15fa76,PAY-LEGACY-0071,2025-11-04,debit,3675133,vendor_payment
LED-LEGACY-0072,1064ebda-2fb2-4492-8627-908ce1a8e7d9,PAY-LEGACY-0072,2025-09-14,debit,1142154,vendor_payment
LED-LEGACY-0073,8d5945bb-65e6-4155-9939-157b6760ff02,PAY-LEGACY-0073,2025-05-13,debit,9988619,vendor_payment
LED-LEGACY-0074,237c6b41-bade-4128-8c76-51395857fa10,PAY-LEGACY-0074,2026-04-23,debit,4663427,vendor_payment
LED-LEGACY-0075,501e62f1-cecb-442e-88d3-69d5f8b94837,PAY-LEGACY-0075,2026-04-28,debit,2493552,vendor_payment
LED-LEGACY-0076,c56a6f4c-a210-41d8-a80a-eb6e0d3cae3b,PAY-LEGACY-0076,2025-12-21,debit,3839157,vendor_payment
LED-LEGACY-0077,61c00eed-a3bf-4071-b416-f6549d3052e6,PAY-LEGACY-0077,2025-10-15,debit,2803314,vendor_payment
LED-LEGACY-0078,b2ba670b-5635-4e64-81b9-57a8a9872863,PAY-LEGACY-0078,2024-05-23,debit,426154,vendor_payment
LED-LEGACY-0079,fa54eea9-7a12-4f45-b25c-7cbbf9f6a1a9,PAY-LEGACY-0079,2026-07-25,debit,368605516,vendor_payment
LED-LEGACY-0080,a0bfa2cf-622a-46f1-a819-549837937d9a,PAY-LEGACY-0080,2026-07-19,debit,2863613,vendor_payment
LED-LEGACY-0081,bdf764a7-6434-4e31-ad34-1949707f34f5,PAY-LEGACY-0081,2024-06-10,debit,194731,vendor_payment
LED-LEGACY-0082,aa8bba02-7f80-4a2a-a7b0-b5fcd49bbcc2,PAY-LEGACY-0082,2024-03-03,debit,3590880,vendor_payment
LED-LEGACY-0083,65fe58e9-ad1d-43d3-888b-de63aaa01ac9,PAY-LEGACY-0083,2026-04-14,debit,39919018,vendor_payment
LED-LEGACY-0084,9de6f299-2c27-41fe-9b14-a507f25ba2bf,PAY-LEGACY-0084,2026-08-06,debit,4766621,vendor_payment
LED-LEGACY-0085,fec62e42-25d1-439d-a45f-678e4799656a,PAY-LEGACY-0085,2024-09-02,debit,648990,vendor_payment
LED-LEGACY-0086,24992546-7177-4194-8f9d-89d87fb0f7f6,PAY-LEGACY-0086,2026-01-08,debit,2585925,vendor_payment
LED-LEGACY-0087,50dff58d-ba74-43a0-89d8-258270fc4c32,PAY-LEGACY-0087,2026-03-29,debit,49518665,vendor_payment
LED-LEGACY-0088,f1feef82-7436-47b7-adc1-776f9a9cb74b,PAY-LEGACY-0088,2024-03-24,debit,160841,vendor_payment
LED-LEGACY-0089,33924a2d-ed15-478f-991a-7d773647e1cc,PAY-LEGACY-0089,2025-10-16,debit,3091879,vendor_payment
LED-LEGACY-0090,b72af847-f82d-49cc-aae2-46fe04f8b5c7,PAY-LEGACY-0090,2024-02-04,debit,23969270,vendor_payment
LED-LEGACY-0091,b5a6da5d-7679-49c0-b71f-1339ee93df6d,PAY-LEGACY-0091,2024-04-21,debit,26340847,vendor_payment
LED-LEGACY-0092,686a24a8-24ba-41f5-8666-7b577805adfc,PAY-LEGACY-0092,2024-01-28,debit,1940208,vendor_payment
LED-LEGACY-0093,b94879b3-9f81-4a32-a027-dd785697ac86,PAY-LEGACY-0093,2024-11-21,debit,1159608,vendor_payment
LED-LEGACY-0094,53c3d56d-ef99-4f8e-af02-1ae3b6fea549,PAY-LEGACY-0094,2025-10-11,debit,45863535,vendor_payment
LED-LEGACY-0095,9f90cf40-a5fa-4873-ab3b-519af3391159,PAY-LEGACY-0095,2025-08-05,debit,2118643,vendor_payment
LED-LEGACY-0096,8702c538-5bcd-474e-8987-1a5f749c9064,PAY-LEGACY-0096,2026-01-13,debit,4963302,vendor_payment
LED-LEGACY-0097,2edc2921-7e37-40f2-8798-8295ac14d8b4,PAY-LEGACY-0097,2026-03-18,debit,1404487,vendor_payment
LED-LEGACY-0098,0ebc1720-d184-4319-be28-0a9dd375f3bd,PAY-LEGACY-0098,2024-08-17,debit,478971,vendor_payment
LED-LEGACY-0099,bf0ebd56-7d5e-47f4-ae1c-b9ecda398ce1,PAY-LEGACY-0099,2025-11-20,debit,4583472,vendor_payment
LED-LEGACY-0100,880cb228-8fbf-4919-b6b6-e72f729448d2,PAY-LEGACY-0100,2026-02-25,debit,2871571,vendor_payment
LED-LEGACY-0101,d4811528-f1af-4b97-b3dc-296b6338bfc7,PAY-LEGACY-0101,2024-11-25,debit,1769622,vendor_payment
LED-LEGACY-0102,93402ed2-92ad-42ef-a24a-46143fc9f316,PAY-LEGACY-0102,2026-06-26,debit,3985405,vendor_payment
LED-LEGACY-0103,8dbede8d-0a89-45a6-a64c-d9a91f4a0eb3,PAY-LEGACY-0103,2025-03-07,debit,3366465,vendor_payment
LED-LEGACY-0104,ddf1162f-dc11-40ad-8c2c-3d897442bba7,PAY-LEGACY-0104,2024-05-05,debit,149098,vendor_payment
LED-LEGACY-0105,87281040-201f-4bb5-8405-5346dd9359ae,PAY-LEGACY-0105,2025-08-10,debit,333640,vendor_payment
LED-LEGACY-0106,0edd7cca-7ae2-401a-a282-4a5fb38bcfe9,PAY-LEGACY-0106,2026-06-09,debit,4515398,vendor_payment
LED-LEGACY-0107,d2f492b7-9432-4091-acd8-86f09782b44b,PAY-LEGACY-0107,2024-01-18,debit,312196,vendor_payment
LED-LEGACY-0108,e7f3f167-537c-4ac6-a00b-2b0a7784efcf,PAY-LEGACY-0108,2025-04-24,debit,3544466,vendor_payment
LED-LEGACY-0109,ff8f4ee5-45c3-4df7-9f6f-042a2e963c43,PAY-LEGACY-0109,2025-12-18,debit,860527,vendor_payment
LED-LEGACY-0110,50dff58d-ba74-43a0-89d8-258270fc4c32,PAY-LEGACY-0110,2025-07-18,debit,468064,vendor_payment
LED-LEGACY-0111,b68c7554-8484-4bcc-b322-5578a25f3774,PAY-LEGACY-0111,2026-05-19,debit,5227312,vendor_payment
LED-LEGACY-0112,14221eaf-283e-4340-abc4-dd08b2941107,PAY-LEGACY-0112,2024-05-31,debit,3658355,vendor_payment
LED-LEGACY-0113,5d8f4386-3b45-4e7a-8df2-a5cce5ced9f0,PAY-LEGACY-0113,2024-01-02,debit,4906167,vendor_payment
LED-LEGACY-0114,78589274-f054-4ca9-9f11-760833f645c8,PAY-LEGACY-0114,2025-04-12,debit,4372440,vendor_payment
LED-LEGACY-0115,430494bf-57c8-43b2-b5d0-dfdec0a44bc9,PAY-LEGACY-0115,2026-08-04,debit,4463413,vendor_payment
LED-LEGACY-0116,65ae893e-10dc-4f36-abf9-790a0b3496c0,PAY-LEGACY-0116,2025-05-18,debit,11289735,vendor_payment
LED-LEGACY-0117,f406fcbb-03e3-433e-8f04-abea2862a975,PAY-LEGACY-0117,2024-06-21,debit,23438937,vendor_payment
LED-LEGACY-0118,30d8727c-1cfb-441b-8e22-5ddf29a79824,PAY-LEGACY-0118,2026-06-11,debit,46046314,vendor_payment
LED-LEGACY-0119,9e27fb2a-2e2a-48c7-a53f-d0e45c8c1ab9,PAY-LEGACY-0119,2024-07-19,debit,2289437,vendor_payment
LED-LEGACY-0120,340589e5-37ca-4859-bdc9-8c297526717f,PAY-LEGACY-0120,2024-04-05,debit,684024,vendor_payment
LED-LEGACY-0121,c20d7d41-e8cc-4d2e-911c-1313e9fd00ba,PAY-LEGACY-0121,2025-07-10,debit,153256,vendor_payment
LED-LEGACY-0122,3f069c93-3b01-4558-8402-1e25deeb0703,PAY-LEGACY-0122,2025-12-21,debit,1306300,vendor_payment
LED-LEGACY-0123,271b3afd-ded8-4d9e-8064-50d10445fdfc,PAY-LEGACY-0123,2024-08-12,debit,49992827,vendor_payment
LED-LEGACY-0124,68cc4476-569c-4b97-9998-17c156746d50,PAY-LEGACY-0124,2024-11-22,debit,35662303,vendor_payment
LED-LEGACY-0125,3c59dcd3-21ff-48c4-a1ed-e40aec2ad9cd,PAY-LEGACY-0125,2026-01-20,debit,4974255,vendor_payment
LED-LEGACY-0126,9094b1c8-aa5c-4e8a-b175-e8fb04eb5c36,PAY-LEGACY-0126,2024-08-27,debit,1958541,vendor_payment
LED-LEGACY-0127,0e2d42b7-2fcb-4b08-87cc-d1667f6331b0,PAY-LEGACY-0127,2026-06-05,debit,21649367,vendor_payment
LED-LEGACY-0128,452c86d2-f357-4481-b7dd-22be593cd13e,PAY-LEGACY-0128,2025-11-16,debit,468736,vendor_payment
LED-LEGACY-0129,7067d1d6-b41d-4057-a32d-36f6e53cdfe2,PAY-LEGACY-0129,2024-12-16,debit,23779945,vendor_payment
LED-LEGACY-0130,b0326d3d-ed36-4bf2-9c66-18a58738e298,PAY-LEGACY-0130,2025-08-23,debit,2205301,vendor_payment
LED-LEGACY-0131,452c86d2-f357-4481-b7dd-22be593cd13e,PAY-LEGACY-0131,2025-02-22,debit,3967617,vendor_payment
LED-LEGACY-0132,428b740f-d721-4026-882b-d70c10825801,PAY-LEGACY-0132,2024-06-05,debit,3961732,vendor_payment
LED-LEGACY-0133,0d66a827-c2ff-4a3c-841c-cf7233b52e5e,PAY-LEGACY-0133,2026-07-06,debit,35840294,vendor_payment
LED-LEGACY-0134,82576fdb-8eb9-421f-822a-0ee22e106eba,PAY-LEGACY-0134,2025-11-02,debit,2358062,vendor_payment
LED-LEGACY-0135,28b730c9-a94f-466c-8eb3-58d1ba039a28,PAY-LEGACY-0135,2024-01-10,debit,1214717,vendor_payment
LED-LEGACY-0136,4b6a834f-2b67-479f-864e-ffe472d86a69,PAY-LEGACY-0136,2024-12-24,debit,14179593,vendor_payment
LED-LEGACY-0137,dafccddf-8c09-49ce-8276-c568b01de307,PAY-LEGACY-0137,2026-02-22,debit,4694651,vendor_payment
LED-LEGACY-0138,97a4037b-06f6-4364-913b-e2ab2886fd03,PAY-LEGACY-0138,2024-06-15,debit,2869253,vendor_payment
LED-LEGACY-0139,9e0c15f7-6e1e-468c-aedb-37fcce6194ab,PAY-LEGACY-0139,2026-05-17,debit,377941,vendor_payment
LED-LEGACY-0140,c8299ca1-c9cc-4a56-994c-204e0872dc92,PAY-LEGACY-0140,2026-01-24,debit,27652225,vendor_payment
LED-LEGACY-0141,249c2b66-cabc-4c3e-9517-6ad4402faa0e,PAY-LEGACY-0141,2024-10-12,debit,3757168,vendor_payment
LED-LEGACY-0142,2cf85b23-11e5-484c-bcdd-e00dc3d274b5,PAY-LEGACY-0142,2024-06-22,debit,3490521,vendor_payment
LED-LEGACY-0143,cbe3b93c-1b15-4402-8173-2aa5cec4ee61,PAY-LEGACY-0143,2025-02-22,debit,4878200,vendor_payment
LED-LEGACY-0144,569c31ec-d861-47bb-9cf7-6020611e7c24,PAY-LEGACY-0144,2025-01-14,debit,45403152,vendor_payment
LED-LEGACY-0145,2b877d27-3ccb-4c14-bead-32c91d1304fb,PAY-LEGACY-0145,2026-03-26,debit,2041848,vendor_payment
LED-LEGACY-0146,2a5693d5-2818-4c65-b4c9-5ce557f813d8,PAY-LEGACY-0146,2024-11-19,debit,3619868,vendor_payment
LED-LEGACY-0147,284d6b0e-0b70-4ebc-a7d3-a44bb9da1f79,PAY-LEGACY-0147,2024-09-11,debit,1192073,vendor_payment
LED-LEGACY-0148,63d266fe-8f12-4972-ae7c-ff8123f54b1b,PAY-LEGACY-0148,2025-01-18,debit,518510,vendor_payment
LED-LEGACY-0149,1fa3fa72-ccf2-4954-b861-55b98a6f7aa3,PAY-LEGACY-0149,2026-08-23,debit,403544,vendor_payment
LED-LEGACY-0150,3f069c93-3b01-4558-8402-1e25deeb0703,PAY-LEGACY-0150,2024-01-06,debit,2010960,vendor_payment
LED-LEGACY-0151,885ed7d4-83e5-46d5-9e4c-aaeeff02d15f,PAY-LEGACY-0151,2026-07-13,debit,6706459,vendor_payment
LED-LEGACY-0152,edd47b31-0547-4169-9e7f-57cb6356ca0e,PAY-LEGACY-0152,2026-05-25,debit,3626525,vendor_payment
LED-LEGACY-0153,a3a97df7-154e-42a0-9eeb-c3b8eb98bf59,PAY-LEGACY-0153,2024-02-09,debit,18522748,vendor_payment
LED-LEGACY-0154,0bf2535b-ab76-4a6f-b002-1f44dd1bb892,PAY-LEGACY-0154,2026-08-28,debit,3607026,vendor_payment
LED-LEGACY-0155,b72a1b09-4ba2-4b24-9435-e275de70d3c8,PAY-LEGACY-0155,2025-07-07,debit,2702177,vendor_payment
LED-LEGACY-0156,93cdf7ab-532c-4d1e-a443-a26b10046fce,PAY-LEGACY-0156,2025-01-19,debit,2265736,vendor_payment
LED-LEGACY-0157,016d231d-2a78-4c5b-a582-076a904cf2f7,PAY-LEGACY-0157,2024-04-05,debit,254537871,vendor_payment
LED-LEGACY-0158,172212b3-46e0-4374-ae74-fa2e64d224b0,PAY-LEGACY-0158,2025-05-07,debit,2551120,vendor_payment
LED-LEGACY-0159,f497c5bc-81d0-4b5e-a8f3-6b4666f0b010,PAY-LEGACY-0159,2026-01-27,debit,3029995,vendor_payment
LED-LEGACY-0160,35042072-84bc-4384-9e7f-301b0855432a,PAY-LEGACY-0160,2026-07-18,debit,3178838,vendor_payment
LED-LEGACY-0161,311f6aa0-1e1a-4265-8e33-f281d0f1874d,PAY-LEGACY-0161,2026-01-18,debit,3471021,vendor_payment
LED-LEGACY-0162,e3fe1a73-0e43-4c63-9b49-233a92dca926,PAY-LEGACY-0162,2026-08-19,debit,23986401,vendor_payment
LED-LEGACY-0163,7e75a696-19fb-4d0e-a6ce-3879d0262ebd,PAY-LEGACY-0163,2025-01-09,debit,2145232,vendor_payment
LED-LEGACY-0164,97a4037b-06f6-4364-913b-e2ab2886fd03,PAY-LEGACY-0164,2024-07-30,debit,47538141,vendor_payment
LED-LEGACY-0165,38374f83-cb70-4f13-888e-f89ca37ae370,PAY-LEGACY-0165,2025-09-14,debit,4246321,vendor_payment
LED-LEGACY-0166,07389c13-3832-4bc6-90e1-74598bf66e1a,PAY-LEGACY-0166,2025-07-26,debit,248026177,vendor_payment
LED-LEGACY-0167,83e08921-1a92-4024-9cd8-dd25ea9f1b94,PAY-LEGACY-0167,2025-12-23,debit,39116273,vendor_payment
LED-LEGACY-0168,db364ca5-0951-433f-8ccb-560d5e79617f,PAY-LEGACY-0168,2025-12-22,debit,2335919,vendor_payment
